num_dep,YYYY,TYPE,VALEUR
1,2009,TX,17.163541666666667
1,2010,RR,90.06759259259259
1,2010,TM,10.744791666666666
1,2010,TN,5.864583333333333
1,2010,TX,15.627083333333333
1,2011,RR,82.53055555555555
1,2011,TM,12.36875
1,2011,TN,6.861458333333334
1,2011,TX,17.885416666666668
1,2012,RR,112.21481481481482
1,2012,TM,11.69375
1,2012,TN,6.591666666666666
1,2012,TX,16.79375
1,2013,RR,114.45092592592593
1,2013,TM,10.955208333333333
1,2013,TN,6.229166666666667
1,2013,TX,15.679166666666667
1,2014,RR,109.49907407407407
1,2014,TM,12.691666666666668
1,2014,TN,7.586458333333333
1,2014,TX,17.792708333333334
1,2015,RR,82.4925925925926
1,2015,TM,12.513541666666667
1,2015,TN,7.019791666666666
1,2015,TX,18.008333333333333
1,2016,RR,103.78333333333333
1,2016,TM,11.878124999999999
1,2016,TN,6.922916666666667
1,2016,TX,16.819791666666667
1,2017,RR,78.54351851851852
1,2017,TM,12.19375
1,2017,TN,6.766666666666667
1,2017,TX,17.629166666666666
1,2018,RR,99.11944444444444
1,2018,TM,13.092708333333334
1,2018,TN,7.801041666666666
1,2018,TX,18.372916666666665
1,2019,RR,100.97777777777777
1,2019,TM,12.393749999999999
1,2019,TN,6.9125000000000005
1,2019,TX,17.882291666666667
1,2020,RR,86.26822429906542
1,2020,TM,12.945833333333333
1,2020,TN,7.395789473684211
1,2020,TX,18.502083333333335
1,2021,RR,118.88611111111112
1,2021,TM,11.429166666666667
1,2021,TN,6.467708333333333
1,2021,TX,16.39375
1,2022,RR,74.74907407407407
1,2022,TM,13.253061224489796
1,2022,TN,7.65
1,2022,TX,18.85816326530612
1,2023,RR,99.92685185185185
1,2023,TM,12.957407407407409
1,2023,TN,7.479629629629629
1,2023,TX,18.42222222222222
1,2024,RR,89.82499999999999
1,2024,TM,8.788888888888888
1,2024,TN,4.252777777777777
1,2024,TX,13.288888888888888
2,1933,RR,50.68
2,1933,TM,10.85
2,1933,TN,6.069999999999999
2,1933,TX,15.65
2,1934,RR,56.45
2,1934,TM,10.483333333333333
2,1934,TN,6.300000000000001
2,1934,TX,14.691666666666666
2,1935,RR,62.041666666666664
2,1935,TM,9.941666666666666
2,1935,TN,5.833333333333333
2,1935,TX,14.0
2,1936,RR,63.525000000000006
2,1936,TM,9.766666666666667
2,1936,TN,5.9
2,1936,TX,13.641666666666667
2,1944,RR,58.9
2,1944,TM,3.0
2,1944,TN,0.6
2,1944,TX,5.3
2,1945,RR,43.541666666666664
2,1945,TM,10.333333333333334
2,1945,TN,6.166666666666667
2,1945,TX,14.516666666666667
2,1946,RR,56.666666666666664
2,1946,TM,9.375
2,1946,TN,5.550000000000001
2,1946,TX,13.191666666666666
2,1947,RR,48.275000000000006
2,1947,TM,10.533333333333333
2,1947,TN,6.091666666666667
2,1947,TX,15.008333333333333
2,1948,RR,55.18333333333333
2,1948,TM,10.316666666666666
2,1948,TN,6.091666666666666
2,1948,TX,14.516666666666667
2,1949,RR,34.88108108108108
2,1949,TM,10.716666666666667
2,1949,TN,6.266666666666667
2,1949,TX,15.141666666666667
2,1950,RR,55.336170212765964
2,1950,TM,9.966666666666667
2,1950,TN,6.108333333333333
2,1950,TX,13.816666666666666
2,1951,RR,64.26851851851852
2,1951,TM,10.041666666666666
2,1951,TN,6.183333333333334
2,1951,TX,13.916666666666666
2,1952,RR,65.73166666666667
2,1952,TM,9.708333333333334
2,1952,TN,5.725
2,1952,TX,13.708333333333334
2,1953,RR,33.998333333333335
2,1953,TM,10.166666666666666
2,1953,TN,6.141666666666667
2,1953,TX,14.208333333333334
2,1954,RR,49.544999999999995
2,1954,TM,9.990697674418605
2,1954,TN,6.069767441860465
2,1954,TX,13.888372093023257
2,1955,RR,47.440000000000005
2,1955,TM,9.538297872340426
2,1955,TN,5.1617021276595745
2,1955,TX,13.934042553191489
2,1956,RR,54.21034482758621
2,1956,TM,8.592
2,1956,TN,4.716
2,1956,TX,12.468
2,1957,RR,57.62021276595745
2,1957,TM,10.203703703703704
2,1957,TN,6.229629629629629
2,1957,TX,14.321818181818182
2,1958,RR,68.00121951219512
2,1958,TM,10.141509433962264
2,1958,TN,6.486792452830189
2,1958,TX,13.781132075471698
2,1959,RR,38.91770833333333
2,1959,TM,11.135593220338983
2,1959,TN,6.508474576271187
2,1959,TX,15.76271186440678
2,1960,RR,60.62395833333333
2,1960,TM,10.479310344827585
2,1960,TN,6.722413793103449
2,1960,TX,14.11864406779661
2,1961,RR,59.459375
2,1961,TM,10.841666666666667
2,1961,TN,6.735
2,1961,TX,14.933333333333334
2,1962,RR,51.77708333333334
2,1962,TM,8.838333333333333
2,1962,TN,4.933333333333334
2,1962,TX,12.764999999999999
2,1963,RR,55.04895833333333
2,1963,TM,8.566666666666666
2,1963,TN,4.8933333333333335
2,1963,TX,12.231666666666666
2,1964,RR,42.44895833333333
2,1964,TM,9.996666666666666
2,1964,TN,5.956666666666666
2,1964,TX,14.05
2,1965,RR,73.265625
2,1965,TM,9.311666666666667
2,1965,TN,5.5
2,1965,TX,13.104999999999999
2,1966,RR,70.69479166666666
2,1966,TM,10.176666666666668
2,1966,TN,6.3133333333333335
2,1966,TX,14.055
2,1967,RR,52.15208333333334
2,1967,TM,10.168333333333333
2,1967,TN,6.013333333333334
2,1967,TX,14.305
2,1968,RR,56.72291666666666
2,1968,TM,9.481666666666666
2,1968,TN,5.636666666666667
2,1968,TX,13.331666666666667
2,1969,RR,59.512499999999996
2,1969,TM,9.728333333333333
2,1969,TN,5.488333333333333
2,1969,TX,13.966666666666667
2,1970,RR,55.432291666666664
2,1970,TM,9.675
2,1970,TN,5.675
2,1970,TX,13.683333333333334
2,1971,RR,47.328125
2,1971,TM,9.741666666666667
2,1971,TN,5.338333333333334
2,1971,TX,14.155
2,1972,RR,52.96145833333333
2,1972,TM,9.254999999999999
2,1972,TN,5.086666666666667
2,1972,TX,13.43
2,1973,RR,51.60833333333333
2,1973,TM,9.673333333333334
2,1973,TN,5.286666666666666
2,1973,TX,14.05
2,1974,RR,63.057291666666664
2,1974,TM,9.973333333333333
2,1974,TN,5.823333333333333
2,1974,TX,14.120000000000001
2,1975,RR,52.12604166666667
2,1975,TM,9.876666666666667
2,1975,TN,5.758333333333334
2,1975,TX,13.991666666666667
2,1976,RR,32.670833333333334
2,1976,TM,10.233333333333333
2,1976,TN,5.538333333333333
2,1976,TX,14.941666666666666
2,1977,RR,59.253125000000004
2,1977,TM,9.686666666666667
2,1977,TN,5.658333333333333
2,1977,TX,13.705
2,1978,RR,60.05625
2,1978,TM,8.965
2,1978,TN,5.05
2,1978,TX,12.898333333333333
2,1979,RR,63.93333333333334
2,1979,TM,9.003333333333334
2,1979,TN,5.0633333333333335
2,1979,TX,12.931666666666667
2,1980,RR,64.25416666666666
2,1980,TM,9.354999999999999
2,1980,TN,5.576666666666667
2,1980,TX,13.133333333333333
2,1981,RR,75.67708333333333
2,1981,TM,9.891666666666667
2,1981,TN,6.239999999999999
2,1981,TX,13.556666666666667
2,1982,RR,64.61354166666666
2,1982,TM,10.198333333333332
2,1982,TN,6.171666666666667
2,1982,TX,14.221666666666666
2,1983,RR,55.67916666666667
2,1983,TM,10.368333333333334
2,1983,TN,6.285
2,1983,TX,14.458333333333334
2,1984,RR,64.34583333333333
2,1984,TM,9.713333333333333
2,1984,TN,5.848333333333334
2,1984,TX,13.588333333333333
2,1985,RR,49.56145833333333
2,1985,TM,8.801666666666668
2,1985,TN,4.55
2,1985,TX,13.053333333333335
2,1986,RR,60.015625
2,1986,TM,9.26
2,1986,TN,5.03
2,1986,TX,13.49
2,1987,RR,66.77407407407408
2,1987,TM,9.11547619047619
2,1987,TN,5.164285714285715
2,1987,TX,13.052380952380954
2,1988,RR,75.11759259259259
2,1988,TM,10.359523809523811
2,1988,TN,6.35952380952381
2,1988,TX,14.350000000000001
2,1989,RR,53.59722222222222
2,1989,TM,10.447435897435897
2,1989,TN,5.714102564102564
2,1989,TX,15.18076923076923
2,1990,RR,51.644444444444446
2,1990,TM,10.868055555555555
2,1990,TN,6.038888888888889
2,1990,TX,15.706944444444446
2,1991,RR,46.06018518518518
2,1991,TM,9.675
2,1991,TN,5.266666666666667
2,1991,TX,14.120833333333334
2,1992,RR,62.50555555555556
2,1992,TM,10.291666666666666
2,1992,TN,6.004166666666666
2,1992,TX,14.583333333333334
2,1993,RR,65.24074074074075
2,1993,TM,9.847222222222221
2,1993,TN,5.669444444444444
2,1993,TX,14.015277777777778
2,1994,RR,59.51759259259259
2,1994,TM,10.993055555555555
2,1994,TN,6.798611111111111
2,1994,TX,15.194444444444445
2,1995,RR,65.31666666666666
2,1995,TM,10.76388888888889
2,1995,TN,6.438888888888889
2,1995,TX,15.100000000000001
2,1996,RR,50.2537037037037
2,1996,TM,9.06388888888889
2,1996,TN,4.870833333333334
2,1996,TX,13.293055555555556
2,1997,RR,55.391666666666666
2,1997,TM,10.658333333333333
2,1997,TN,6.108333333333333
2,1997,TX,15.212499999999999
2,1998,RR,61.019444444444446
2,1998,TM,10.375
2,1998,TN,6.245833333333334
2,1998,TX,14.502777777777778
2,1999,RR,66.53333333333333
2,1999,TM,11.056944444444445
2,1999,TN,6.863888888888889
2,1999,TX,15.258333333333333
2,2000,RR,76.98888888888888
2,2000,TM,11.055555555555555
2,2000,TN,7.1708333333333325
2,2000,TX,14.95972222222222
2,2001,RR,78.33333333333333
2,2001,TM,10.712499999999999
2,2001,TN,6.651388888888889
2,2001,TX,14.769444444444446
2,2002,RR,66.07685185185186
2,2002,TM,11.18611111111111
2,2002,TN,6.9013888888888895
2,2002,TX,15.505555555555556
2,2003,RR,47.050925925925924
2,2003,TM,11.038888888888888
2,2003,TN,6.133333333333334
2,2003,TX,15.972222222222221
2,2004,RR,53.479629629629635
2,2004,TM,10.606944444444444
2,2004,TN,6.365277777777778
2,2004,TX,14.845833333333335
2,2005,RR,47.25833333333333
2,2005,TM,10.863888888888889
2,2005,TN,6.561111111111111
2,2005,TX,15.172222222222224
2,2006,RR,65.32592592592593
2,2006,TM,11.180555555555555
2,2006,TN,6.927777777777778
2,2006,TX,15.431944444444444
2,2007,RR,64.31574074074075
2,2007,TM,11.25
2,2007,TN,6.927777777777778
2,2007,TX,15.595833333333335
2,2008,RR,59.96851851851852
2,2008,TM,10.677777777777777
2,2008,TN,6.4375
2,2008,TX,14.938888888888888
2,2009,RR,55.31574074074074
2,2009,TM,10.81111111111111
2,2009,TN,6.191666666666666
2,2009,TX,15.422222222222224
2,2010,RR,60.36415094339623
2,2010,TM,9.805714285714286
2,2010,TN,5.488571428571428
2,2010,TX,14.105714285714285
2,2011,RR,51.75648148148148
2,2011,TM,11.620833333333334
2,2011,TN,6.984722222222222
2,2011,TX,16.231944444444444
2,2012,RR,63.076190476190476
2,2012,TM,10.200000000000001
2,2012,TN,5.890196078431372
2,2012,TX,14.501960784313725
2,2013,RR,61.920370370370364
2,2013,TM,10.06875
2,2013,TN,6.0375000000000005
2,2013,TX,14.091666666666667
2,2014,RR,61.46851851851852
2,2014,TM,11.752083333333333
2,2014,TN,7.3999999999999995
2,2014,TX,16.085416666666667
2,2015,RR,47.99814814814815
2,2015,TM,11.260416666666666
2,2015,TN,6.741666666666667
2,2015,TX,15.775
2,2016,RR,62.101851851851855
2,2016,TM,10.870833333333332
2,2016,TN,6.572916666666667
2,2016,TX,15.1625
2,2017,RR,54.782407407407405
2,2017,TM,11.25
2,2017,TN,6.70625
2,2017,TX,15.75625
2,2018,RR,55.69814814814814
2,2018,TM,11.685416666666667
2,2018,TN,6.977083333333333
2,2018,TX,16.412499999999998
2,2019,RR,61.898148148148145
2,2019,TM,11.867272727272729
2,2019,TN,7.169090909090909
2,2019,TX,16.574545454545454
2,2020,RR,54.61666666666667
2,2020,TM,12.076119402985075
2,2020,TN,7.508955223880597
2,2020,TX,16.655223880597017
2,2021,RR,67.03518518518518
2,2021,TM,11.105494505494505
2,2021,TN,6.567032967032968
2,2021,TX,15.635164835164835
2,2022,RR,40.68796296296296
2,2022,TM,12.416346153846153
2,2022,TN,7.221153846153846
2,2022,TX,17.617307692307694
2,2023,RR,66.00833333333333
2,2023,TM,12.303703703703704
2,2023,TN,7.725925925925925
2,2023,TX,16.88425925925926
2,2024,RR,65.99722222222222
2,2024,TM,8.508333333333333
2,2024,TN,5.041666666666667
2,2024,TX,11.966666666666667
3,1877,RR,75.45454545454545
3,1878,RR,72.91666666666667
3,1879,RR,75.0
3,1880,RR,63.333333333333336
3,1881,RR,58.25
3,1928,RR,59.65
3,1929,RR,63.050000000000004
3,1930,RR,74.00416666666666
3,1931,RR,67.19583333333334
3,1932,RR,69.84444444444445
3,1933,RR,56.96829268292682
3,1934,RR,55.675000000000004
3,1935,RR,81.37608695652175
3,1936,RR,68.90833333333333
3,1937,RR,70.66607142857143
3,1938,RR,59.40185185185185
3,1939,RR,67.55434782608695
3,1940,RR,69.97291666666666
3,1941,RR,67.80199999999999
3,1941,TM,10.158333333333333
3,1941,TN,5.241666666666666
3,1941,TX,15.075000000000001
3,1942,RR,59.0
3,1942,TM,10.649999999999999
3,1942,TN,5.458333333333333
3,1942,TX,15.816666666666666
3,1943,RR,58.58571428571429
3,1943,TM,12.0
3,1943,TN,6.816666666666666
3,1943,TX,17.166666666666668
3,1944,RR,75.31287128712871
3,1944,TM,10.483333333333333
3,1944,TN,6.033333333333333
3,1944,TX,14.941666666666666
3,1945,RR,47.24
3,1945,TM,11.75
3,1945,TN,5.991666666666666
3,1945,TX,17.491666666666664
3,1946,RR,52.97076923076923
3,1946,TM,10.975000000000001
3,1946,TN,5.558333333333334
3,1946,TX,16.4
3,1947,RR,54.45454545454545
3,1947,TM,12.266666666666667
3,1947,TN,6.433333333333334
3,1947,TX,18.083333333333332
3,1948,RR,55.06136363636364
3,1948,TM,11.591666666666667
3,1948,TN,5.783333333333333
3,1948,TX,17.4
3,1949,RR,45.25151515151515
3,1949,TM,11.875
3,1949,TN,5.675000000000001
3,1949,TX,18.1
3,1950,RR,63.49939393939394
3,1950,TM,11.304166666666667
3,1950,TN,5.654166666666667
3,1950,TX,16.920833333333334
3,1951,RR,69.1288888888889
3,1951,TM,10.880555555555555
3,1951,TN,5.58611111111111
3,1951,TX,16.166666666666668
3,1952,RR,76.32666666666667
3,1952,TM,11.138333333333332
3,1952,TN,5.6274999999999995
3,1952,TX,16.649166666666666
3,1953,RR,48.535106382978725
3,1953,TM,10.931666666666667
3,1953,TN,5.1033333333333335
3,1953,TX,16.7625
3,1954,RR,56.67239583333333
3,1954,TM,10.358333333333333
3,1954,TN,5.026666666666667
3,1954,TX,15.672500000000001
3,1955,RR,57.4453125
3,1955,TM,10.741666666666667
3,1955,TN,4.88
3,1955,TX,16.608333333333334
3,1956,RR,66.36041666666667
3,1956,TM,9.270833333333334
3,1956,TN,3.8516666666666666
3,1956,TX,14.6975
3,1957,RR,48.55104166666666
3,1957,TM,10.681666666666667
3,1957,TN,4.7475000000000005
3,1957,TX,16.62666666666667
3,1958,RR,77.11308900523561
3,1958,TM,10.736666666666668
3,1958,TN,5.556666666666667
3,1958,TX,15.934166666666668
3,1959,RR,57.40833333333333
3,1959,TM,11.911363636363635
3,1959,TN,5.832575757575757
3,1959,TX,17.996969696969696
3,1960,RR,72.58677248677249
3,1960,TM,10.92121212121212
3,1960,TN,5.558333333333334
3,1960,TX,16.28560606060606
3,1961,RR,56.85364583333333
3,1961,TM,11.685416666666667
3,1961,TN,5.871527777777778
3,1961,TX,17.50347222222222
3,1962,RR,59.7671875
3,1962,TM,9.769444444444444
3,1962,TN,4.063194444444445
3,1962,TX,15.488194444444446
3,1963,RR,60.838541666666664
3,1963,TM,9.347222222222221
3,1963,TN,3.820138888888889
3,1963,TX,14.875694444444443
3,1964,RR,45.80416666666667
3,1964,TM,10.78263888888889
3,1964,TN,5.252777777777777
3,1964,TX,16.31597222222222
3,1965,RR,85.28229166666667
3,1965,TM,10.425874125874126
3,1965,TN,5.382517482517483
3,1965,TX,15.459440559440559
3,1966,RR,67.4453125
3,1966,TM,11.112857142857143
3,1966,TN,5.804285714285714
3,1966,TX,16.412857142857145
3,1967,RR,59.214062500000004
3,1967,TM,10.844444444444443
3,1967,TN,5.097916666666666
3,1967,TX,16.586805555555557
3,1968,RR,77.25677083333333
3,1968,TM,10.493055555555555
3,1968,TN,5.042361111111111
3,1968,TX,15.95138888888889
3,1969,RR,66.2109375
3,1969,TM,10.46875
3,1969,TN,5.197222222222222
3,1969,TX,15.730555555555554
3,1970,RR,66.84218750000001
3,1970,TM,10.568055555555555
3,1970,TN,5.317361111111111
3,1970,TX,15.814583333333335
3,1971,RR,58.93697916666667
3,1971,TM,10.382781456953643
3,1971,TN,4.621192052980132
3,1971,TX,16.136423841059603
3,1972,RR,62.589062500000004
3,1972,TM,10.309615384615384
3,1972,TN,4.7749999999999995
3,1972,TX,15.835256410256411
3,1973,RR,54.734375
3,1973,TM,10.422435897435898
3,1973,TN,4.887179487179487
3,1973,TX,15.95897435897436
3,1974,RR,72.02187500000001
3,1974,TM,10.909615384615385
3,1974,TN,5.887179487179487
3,1974,TX,15.937179487179487
3,1975,RR,62.270312499999996
3,1975,TM,10.470512820512822
3,1975,TN,5.2243589743589745
3,1975,TX,15.710897435897436
3,1976,RR,61.24375
3,1976,TM,10.958333333333334
3,1976,TN,5.13525641025641
3,1976,TX,16.780128205128204
3,1977,RR,91.046875
3,1977,TM,10.967948717948717
3,1977,TN,5.95
3,1977,TX,15.985897435897437
3,1978,RR,54.96263157894737
3,1978,TM,10.392948717948718
3,1978,TN,5.069871794871795
3,1978,TX,15.698717948717949
3,1979,RR,76.85364583333333
3,1979,TM,10.518589743589745
3,1979,TN,5.558333333333334
3,1979,TX,15.469230769230768
3,1980,RR,64.66906077348067
3,1980,TM,9.873076923076923
3,1980,TN,4.853205128205128
3,1980,TX,14.892307692307691
3,1981,RR,78.20677966101695
3,1981,TM,10.688461538461539
3,1981,TN,5.723717948717948
3,1981,TX,15.638461538461538
3,1982,RR,67.18846153846154
3,1982,TM,11.66602564102564
3,1982,TN,6.416025641025641
3,1982,TX,16.90448717948718
3,1983,RR,70.74427083333333
3,1983,TM,11.058974358974359
3,1983,TN,5.967948717948718
3,1983,TX,16.155128205128204
3,1984,RR,67.33657407407408
3,1984,TM,10.44
3,1984,TN,5.448333333333333
3,1984,TX,15.427222222222223
3,1985,RR,52.611111111111114
3,1985,TM,10.045555555555556
3,1985,TN,4.822222222222222
3,1985,TX,15.280555555555555
3,1986,RR,65.12638888888888
3,1986,TM,10.726111111111111
3,1986,TN,5.9077777777777785
3,1986,TX,15.537222222222221
3,1987,RR,67.38215962441315
3,1987,TM,10.55888888888889
3,1987,TN,6.027777777777778
3,1987,TX,15.08611111111111
3,1988,RR,78.75648148148149
3,1988,TM,11.437777777777779
3,1988,TN,6.689444444444444
3,1988,TX,16.200555555555557
3,1989,RR,53.913888888888884
3,1989,TM,11.552222222222223
3,1989,TN,5.935555555555556
3,1989,TX,17.174444444444443
3,1990,RR,62.34074074074074
