YYYYMM,NUM_POST,TYPE,VALEUR
193101,6088001,IN,164.6
193102,6088001,IN,160.9
193103,6088001,IN,120.9
193104,6088001,IN,256.6
193105,6088001,IN,289.7
193106,6088001,IN,303.0
193107,6088001,IN,357.0
193108,6088001,IN,315.2
193109,6088001,IN,266.4
193110,6088001,IN,193.1
193111,6088001,IN,104.6
193112,6088001,IN,177.2
193201,6088001,IN,178.2
193202,6088001,IN,180.9
193203,6088001,IN,152.4
193204,6088001,IN,210.5
193205,6088001,IN,267.2
193206,6088001,IN,291.2
193207,6088001,IN,303.8
193208,6088001,IN,323.4
193209,6088001,IN,236.4
193210,6088001,IN,201.1
193211,6088001,IN,130.5
193212,6088001,IN,85.0
193301,6088001,IN,131.4
193302,6088001,IN,108.4
193303,6088001,IN,195.9
193304,6088001,IN,234.2
193305,6088001,IN,293.1
193306,6088001,IN,249.8
193307,6088001,IN,380.1
193308,6088001,IN,325.6
193309,6088001,IN,200.2
193310,6088001,IN,182.1
193311,6088001,IN,112.5
193312,6088001,IN,110.9
193401,6088001,IN,155.9
193402,6088001,IN,143.7
193403,6088001,IN,151.3
193404,6088001,IN,137.2
193405,6088001,IN,260.0
193406,6088001,IN,320.9
193407,6088001,IN,339.3
193408,6088001,IN,302.4
193409,6088001,IN,276.1
193410,6088001,IN,213.6
193411,6088001,IN,146.7
193412,6088001,IN,96.8
193501,6088001,IN,175.4
193502,6088001,IN,146.9
193503,6088001,IN,218.0
193504,6088001,IN,246.4
193505,6088001,IN,211.9
193506,6088001,IN,340.1
193507,6088001,IN,354.6
193508,6088001,IN,285.7
193509,6088001,IN,289.5
193510,6088001,IN,168.7
193511,6088001,IN,109.4
193512,6088001,IN,116.2
193601,6088001,IN,95.7
193602,6088001,IN,121.6
193603,6088001,IN,161.0
193604,6088001,IN,182.1
193605,6088001,IN,273.0
193606,6088001,IN,338.1
193607,6088001,IN,355.4
193608,6088001,IN,354.1
193609,6088001,IN,208.9
193610,6088001,IN,221.5
193611,6088001,IN,162.0
193612,6088001,IN,124.0
193701,6088001,IN,123.5
193702,6088001,IN,146.7
193703,6088001,IN,157.7
193704,6088001,IN,270.2
193705,6088001,IN,297.4
193706,6088001,IN,303.1
193707,6088001,IN,365.7
193708,6088001,IN,340.6
193709,6088001,IN,219.9
193710,6088001,IN,139.9
193711,6088001,IN,151.8
193712,6088001,IN,121.6
193801,6088001,IN,170.2
193802,6088001,IN,172.2
193803,6088001,IN,209.7
193804,6088001,IN,215.7
193805,6088001,IN,234.0
193806,6088001,IN,337.8
193807,6088001,IN,389.4
193808,6088001,IN,317.4
193809,6088001,IN,198.2
193810,6088001,IN,196.0
193811,6088001,IN,160.8
193812,6088001,IN,119.8
193901,6088001,IN,120.5
193902,6088001,IN,162.0
193903,6088001,IN,213.9
193904,6088001,IN,216.1
193905,6088001,IN,201.6
193906,6088001,IN,293.8
193907,6088001,IN,394.1
193908,6088001,IN,285.0
193909,6088001,IN,207.0
193910,6088001,IN,182.1
193911,6088001,IN,165.7
193912,6088001,IN,107.2
194001,6088001,IN,154.2
194002,6088001,IN,139.3
194003,6088001,IN,214.2
194004,6088001,IN,223.1
194005,6088001,IN,270.2
194006,6088001,IN,271.6
194007,6088001,IN,328.3
194008,6088001,IN,336.9
194009,6088001,IN,196.9
194010,6088001,IN,146.9
194011,6088001,IN,167.0
194012,6088001,IN,148.2
194101,6088001,IN,98.7
194102,6088001,IN,121.4
194103,6088001,IN,212.0
194104,6088001,IN,231.8
194105,6088001,IN,263.3
194106,6088001,IN,273.8
194107,6088001,IN,331.0
194108,6088001,IN,290.8
194109,6088001,IN,264.4
194110,6088001,IN,193.6
194111,6088001,IN,106.8
194112,6088001,IN,195.3
194201,6088001,IN,158.6
194202,6088001,IN,132.2
194203,6088001,IN,184.6
194204,6088001,IN,206.2
194205,6088001,IN,293.0
194206,6088001,IN,331.7
194207,6088001,IN,345.9
194208,6088001,IN,302.8
194209,6088001,IN,234.0
194210,6088001,IN,214.5
194211,6088001,IN,169.7
194212,6088001,IN,136.5
194301,6088001,IN,134.6
194302,6088001,IN,200.8
194303,6088001,IN,166.7
194304,6088001,IN,263.3
194305,6088001,IN,278.5
194306,6088001,IN,343.2
194307,6088001,IN,353.7
194308,6088001,IN,353.2
194309,6088001,IN,216.1
194310,6088001,IN,161.5
194311,6088001,IN,151.5
194312,6088001,IN,125.2
194401,6088001,IN,215.4
194402,6088001,IN,141.8
194403,6088001,IN,245.6
194404,6088001,IN,230.5
194405,6088001,IN,310.9
194406,6088001,IN,309.2
194407,6088001,IN,328.4
194408,6088001,IN,295.1
194409,6088001,IN,188.0
194410,6088001,IN,134.4
194411,6088001,IN,130.7
194412,6088001,IN,151.9
194501,6088001,IN,153.0
194502,6088001,IN,184.7
194503,6088001,IN,235.8
194504,6088001,IN,249.9
194505,6088001,IN,322.2
194506,6088001,IN,362.7
194507,6088001,IN,384.4
194508,6088001,IN,312.7
194509,6088001,IN,276.1
194510,6088001,IN,215.4
194511,6088001,IN,184.2
194512,6088001,IN,146.1
194601,6088001,IN,136.2
194602,6088001,IN,215.3
194603,6088001,IN,142.5
194604,6088001,IN,211.9
194605,6088001,IN,205.6
194606,6088001,IN,268.3
194607,6088001,IN,365.2
194608,6088001,IN,379.7
194609,6088001,IN,301.1
194610,6088001,IN,221.7
194611,6088001,IN,137.0
194612,6088001,IN,117.5
194701,6088001,IN,101.0
194702,6088001,IN,123.4
194703,6088001,IN,153.8
194704,6088001,IN,301.4
194705,6088001,IN,294.0
194706,6088001,IN,353.4
194707,6088001,IN,371.8
194708,6088001,IN,301.6
194709,6088001,IN,254.0
194710,6088001,IN,138.0
194711,6088001,IN,170.0
194712,6088001,IN,133.3
194801,6088001,IN,113.9
194802,6088001,IN,171.4
194803,6088001,IN,262.8
194804,6088001,IN,220.7
194805,6088001,IN,248.4
194806,6088001,IN,341.7
194807,6088001,IN,350.4
194808,6088001,IN,336.1
194809,6088001,IN,245.7
194810,6088001,IN,185.1
194811,6088001,IN,215.5
194812,6088001,IN,167.2
194901,6088001,IN,200.1
194902,6088001,IN,212.5
194903,6088001,IN,222.6
194904,6088001,IN,279.6
194905,6088001,IN,232.4
194906,6088001,IN,302.6
194907,6088001,IN,372.4
194908,6088001,IN,319.7
194909,6088001,IN,285.3
194910,6088001,IN,219.1
194911,6088001,IN,164.2
194912,6088001,IN,151.5
195001,6088001,IN,134.1
195002,6088001,IN,151.2
195003,6088001,IN,235.3
195004,6088001,IN,241.8
195005,6088001,IN,299.9
195006,6088001,IN,350.3
195007,6088001,IN,375.1
195008,6088001,IN,291.4
195009,6088001,IN,271.2
195010,6088001,IN,213.5
195011,6088001,IN,173.6
195012,6088001,IN,105.6
195101,6088001,IN,142.6
195102,6088001,IN,153.8
195103,6088001,IN,197.9
195104,6088001,IN,270.7
195105,6088001,IN,198.1
195106,6088001,IN,336.8
195107,6088001,IN,367.8
195108,6088001,IN,330.4
195109,6088001,IN,262.1
195110,6088001,IN,143.2
195111,6088001,IN,160.6
195112,6088001,IN,169.1
195201,6088001,IN,168.3
195202,6088001,IN,225.8
195203,6088001,IN,184.8
195204,6088001,IN,234.1
195205,6088001,IN,278.9
195206,6088001,IN,354.6
195207,6088001,IN,383.3
195208,6088001,IN,338.8
195209,6088001,IN,275.5
195210,6088001,IN,212.9
195211,6088001,IN,152.0
195212,6088001,IN,112.2
195301,6088001,IN,184.2
195302,6088001,IN,176.5
195303,6088001,IN,252.1
195304,6088001,IN,239.7
195305,6088001,IN,301.0
195306,6088001,IN,222.3
195307,6088001,IN,336.6
195308,6088001,IN,318.5
195309,6088001,IN,235.4
195310,6088001,IN,160.6
195311,6088001,IN,184.9
195312,6088001,IN,104.4
195401,6088001,IN,152.9
195402,6088001,IN,111.2
195403,6088001,IN,206.2
195404,6088001,IN,209.1
195405,6088001,IN,274.5
195406,6088001,IN,302.8
195407,6088001,IN,367.2
195408,6088001,IN,327.5
195409,6088001,IN,282.8
195410,6088001,IN,226.8
195411,6088001,IN,137.5
195412,6088001,IN,181.5
195501,6088001,IN,107.9
195502,6088001,IN,141.4
195503,6088001,IN,237.7
195504,6088001,IN,311.9
195505,6088001,IN,333.0
195506,6088001,IN,317.3
195507,6088001,IN,354.6
195508,6088001,IN,314.6
195509,6088001,IN,296.2
195510,6088001,IN,225.7
195511,6088001,IN,155.1
195512,6088001,IN,139.2
195601,6088001,IN,132.9
195602,6088001,IN,141.5
195603,6088001,IN,135.9
195604,6088001,IN,230.9
195605,6088001,IN,317.4
195606,6088001,IN,335.4
195607,6088001,IN,378.9
195608,6088001,IN,332.8
195609,6088001,IN,263.9
195610,6088001,IN,242.6
195611,6088001,IN,133.5
195612,6088001,IN,141.9
195701,6088001,IN,177.5
195702,6088001,IN,141.2
195703,6088001,IN,174.1
195704,6088001,IN,198.2
195705,6088001,IN,267.8
195706,6088001,IN,276.0
195707,6088001,IN,389.6
195708,6088001,IN,318.8
195709,6088001,IN,275.4
195710,6088001,IN,221.3
195711,6088001,IN,142.1
195712,6088001,IN,145.0
195801,6088001,IN,184.4
195802,6088001,IN,170.6
195803,6088001,IN,180.5
195804,6088001,IN,223.6
195805,6088001,IN,286.8
195806,6088001,IN,295.3
195807,6088001,IN,358.3
195808,6088001,IN,352.4
195809,6088001,IN,276.1
195810,6088001,IN,231.8
195811,6088001,IN,114.6
195812,6088001,IN,129.4
195901,6088001,IN,193.9
195902,6088001,IN,199.8
195903,6088001,IN,186.6
195904,6088001,IN,241.4
195905,6088001,IN,267.9
195906,6088001,IN,329.5
195907,6088001,IN,373.4
195908,6088001,IN,292.0
195909,6088001,IN,202.8
195910,6088001,IN,211.5
195911,6088001,IN,151.3
195912,6088001,IN,142.3
196001,6088001,IN,116.8
196002,6088001,IN,158.3
196003,6088001,IN,184.9
196004,6088001,IN,224.2
196005,6088001,IN,306.5
196006,6088001,IN,347.1
196007,6088001,IN,349.7
196008,6088001,IN,357.4
196009,6088001,IN,248.9
196010,6088001,IN,178.9
196011,6088001,IN,143.1
196012,6088001,IN,129.2
196101,6088001,IN,118.3
196102,6088001,IN,226.2
196103,6088001,IN,310.8
196104,6088001,IN,233.9
196105,6088001,IN,291.0
196106,6088001,IN,334.5
196107,6088001,IN,364.8
196108,6088001,IN,342.5
196109,6088001,IN,276.8
196110,6088001,IN,197.2
196111,6088001,IN,134.5
196112,6088001,IN,124.9
196201,6088001,IN,155.9
196202,6088001,IN,168.8
196203,6088001,IN,188.9
196204,6088001,IN,244.9
196205,6088001,IN,299.7
196206,6088001,IN,291.2
196207,6088001,IN,366.4
196208,6088001,IN,337.7
196209,6088001,IN,251.2
196210,6088001,IN,203.3
196211,6088001,IN,120.3
196212,6088001,IN,157.0
196301,6088001,IN,122.3
196302,6088001,IN,116.3
196303,6088001,IN,210.8
196304,6088001,IN,226.7
196305,6088001,IN,307.3
196306,6088001,IN,295.2
196307,6088001,IN,338.0
196308,6088001,IN,295.7
196309,6088001,IN,185.8
196310,6088001,IN,217.3
196311,6088001,IN,120.5
196312,6088001,IN,98.3
196401,6088001,IN,173.7
196402,6088001,IN,123.0
196403,6088001,IN,151.9
196404,6088001,IN,249.9
196405,6088001,IN,290.4
196406,6088001,IN,299.6
196407,6088001,IN,343.4
196408,6088001,IN,333.6
196409,6088001,IN,244.8
196410,6088001,IN,205.2
196411,6088001,IN,139.0
196412,6088001,IN,118.8
196501,6088001,IN,146.0
196502,6088001,IN,184.0
196503,6088001,IN,200.9
196504,6088001,IN,266.5
196505,6088001,IN,310.0
196506,6088001,IN,323.7
196507,6088001,IN,375.7
196508,6088001,IN,320.0
196509,6088001,IN,221.6
196510,6088001,IN,198.9
196511,6088001,IN,145.6
196512,6088001,IN,143.8
196601,6088001,IN,120.0
196602,6088001,IN,125.3
196603,6088001,IN,276.2
196604,6088001,IN,244.3
196605,6088001,IN,265.1
196606,6088001,IN,341.4
196607,6088001,IN,353.2
196608,6088001,IN,298.0
196609,6088001,IN,232.6
196610,6088001,IN,186.7
196611,6088001,IN,142.8
196612,6088001,IN,170.0
196701,6088001,IN,133.7
196702,6088001,IN,125.1
196703,6088001,IN,249.6
196704,6088001,IN,292.8
196705,6088001,IN,300.3
196706,6088001,IN,299.4
196707,6088001,IN,342.4
196708,6088001,IN,303.9
196709,6088001,IN,257.6
196710,6088001,IN,228.5
196711,6088001,IN,149.4
196712,6088001,IN,153.5
196801,6088001,IN,212.6
196802,6088001,IN,106.2
196803,6088001,IN,213.7
196804,6088001,IN,245.0
196805,6088001,IN,227.9
196806,6088001,IN,281.4
196807,6088001,IN,362.1
196808,6088001,IN,275.1
196809,6088001,IN,246.6
196810,6088001,IN,211.7
196811,6088001,IN,136.2
196812,6088001,IN,124.4
196901,6088001,IN,161.5
196902,6088001,IN,145.4
196903,6088001,IN,152.1
196904,6088001,IN,210.0
196905,6088001,IN,250.2
196906,6088001,IN,257.9
196907,6088001,IN,330.7
196908,6088001,IN,296.1
196909,6088001,IN,237.1
196910,6088001,IN,223.7
196911,6088001,IN,167.3
196912,6088001,IN,155.1
197001,6088001,IN,121.8
197002,6088001,IN,185.2
197003,6088001,IN,180.6
197004,6088001,IN,282.8
197005,6088001,IN,289.3
197006,6088001,IN,260.1
197007,6088001,IN,378.3
197008,6088001,IN,301.1
197009,6088001,IN,264.0
197010,6088001,IN,222.9
197011,6088001,IN,174.1
197012,6088001,IN,165.5
197101,6088001,IN,143.7
197102,6088001,IN,206.0
197103,6088001,IN,180.8
197104,6088001,IN,185.9
197105,6088001,IN,224.5
197106,6088001,IN,297.4
197107,6088001,IN,340.3
197108,6088001,IN,323.0
197109,6088001,IN,226.2
197110,6088001,IN,208.1
197111,6088001,IN,155.3
197112,6088001,IN,154.3
197201,6088001,IN,101.2
197202,6088001,IN,95.0
197203,6088001,IN,185.3
197204,6088001,IN,202.5
197205,6088001,IN,263.8
197206,6088001,IN,249.4
197207,6088001,IN,334.8
197208,6088001,IN,309.2
197209,6088001,IN,189.3
197210,6088001,IN,190.4
197211,6088001,IN,173.5
197212,6088001,IN,146.9
197301,6088001,IN,179.6
197302,6088001,IN,188.7
197303,6088001,IN,247.5
197304,6088001,IN,266.9
197305,6088001,IN,258.5
197306,6088001,IN,325.2
197307,6088001,IN,349.2
197308,6088001,IN,301.0
197309,6088001,IN,257.3
197310,6088001,IN,250.3
197311,6088001,IN,185.2
197312,6088001,IN,162.9
197401,6088001,IN,128.7
197402,6088001,IN,126.8
197403,6088001,IN,176.8
197404,6088001,IN,215.0
197405,6088001,IN,276.8
197406,6088001,IN,318.7
197407,6088001,IN,361.7
197408,6088001,IN,334.5
197409,6088001,IN,260.5
197410,6088001,IN,248.8
197411,6088001,IN,152.3
197412,6088001,IN,193.4
197501,6088001,IN,141.3
197502,6088001,IN,181.8
197503,6088001,IN,174.5
197504,6088001,IN,295.5
197505,6088001,IN,273.1
197506,6088001,IN,295.6
197507,6088001,IN,377.7
197508,6088001,IN,251.2
197509,6088001,IN,216.6
197510,6088001,IN,222.5
197511,6088001,IN,105.3
197512,6088001,IN,153.8
197601,6088001,IN,191.0
197602,6088001,IN,151.9
197603,6088001,IN,174.8
197604,6088001,IN,165.1
197605,6088001,IN,314.3
197606,6088001,IN,259.6
197607,6088001,IN,307.2
197608,6088001,IN,285.6
197609,6088001,IN,234.4
197610,6088001,IN,165.3
197611,6088001,IN,183.1
197612,6088001,IN,127.6
197701,6088001,IN,108.3
197702,6088001,IN,166.7
197703,6088001,IN,186.1
197704,6088001,IN,257.2
197705,6088001,IN,252.5
197706,6088001,IN,297.7
197707,6088001,IN,316.9
197708,6088001,IN,271.8
197709,6088001,IN,199.7
197710,6088001,IN,174.5
197711,6088001,IN,199.6
197712,6088001,IN,152.7
197801,6088001,IN,142.0
197802,6088001,IN,118.2
197803,6088001,IN,206.4
197804,6088001,IN,156.4
197805,6088001,IN,248.1
197806,6088001,IN,301.2
197807,6088001,IN,353.7
197808,6088001,IN,303.8
197809,6088001,IN,255.0
197810,6088001,IN,231.3
197811,6088001,IN,199.1
197812,6088001,IN,112.2
197901,6088001,IN,134.5
197902,6088001,IN,96.2
197903,6088001,IN,205.3
197904,6088001,IN,222.8
197905,6088001,IN,347.2
197906,6088001,IN,324.0
197907,6088001,IN,315.8
197908,6088001,IN,323.4
197909,6088001,IN,217.7
197910,6088001,IN,149.3
197911,6088001,IN,185.2
197912,6088001,IN,160.4
198001,6088001,IN,115.3
198002,6088001,IN,185.0
198003,6088001,IN,188.8
198004,6088001,IN,242.4
198005,6088001,IN,202.3
198006,6088001,IN,301.8
198007,6088001,IN,312.8
198008,6088001,IN,300.9
198009,6088001,IN,235.9
198010,6088001,IN,216.0
198011,6088001,IN,135.3
198012,6088001,IN,182.9
198101,6088001,IN,210.6
198102,6088001,IN,146.4
198103,6088001,IN,137.9
198104,6088001,IN,193.2
198105,6088001,IN,275.1
198106,6088001,IN,299.4
198107,6088001,IN,336.7
198108,6088001,IN,310.4
198109,6088001,IN,222.6
198110,6088001,IN,214.8
198111,6088001,IN,158.2
198112,6088001,IN,134.2
198201,6088001,IN,148.0
198202,6088001,IN,148.1
198203,6088001,IN,237.5
198204,6088001,IN,210.2
198205,6088001,IN,292.3
198206,6088001,IN,260.4
198207,6088001,IN,308.7
198208,6088001,IN,310.0
198209,6088001,IN,251.8
198210,6088001,IN,203.1
198211,6088001,IN,135.1
198212,6088001,IN,154.4
198301,6088001,IN,195.3
198302,6088001,IN,163.9
198303,6088001,IN,191.4
198304,6088001,IN,197.9
198305,6088001,IN,257.1
198306,6088001,IN,269.9
198307,6088001,IN,329.2
198308,6088001,IN,263.6
198309,6088001,IN,261.6
198310,6088001,IN,232.2
198311,6088001,IN,150.6
198312,6088001,IN,171.7
198401,6088001,IN,167.3
198402,6088001,IN,168.6
198403,6088001,IN,208.2
198404,6088001,IN,265.4
198405,6088001,IN,210.1
198406,6088001,IN,272.4
198407,6088001,IN,353.8
198408,6088001,IN,285.7
198409,6088001,IN,238.9
198410,6088001,IN,218.2
198411,6088001,IN,141.6
198412,6088001,IN,180.8
198501,6088001,IN,133.9
198502,6088001,IN,112.3
198503,6088001,IN,192.7
198504,6088001,IN,261.1
198505,6088001,IN,209.6
198506,6088001,IN,317.0
198507,6088001,IN,329.6
198508,6088001,IN,350.7
198509,6088001,IN,277.8
198510,6088001,IN,200.2
198511,6088001,IN,133.2
198512,6088001,IN,123.7
198601,6088001,IN,167.3
198602,6088001,IN,106.3
198603,6088001,IN,193.1
198604,6088001,IN,151.4
198605,6088001,IN,287.1
198606,6088001,IN,262.7
198607,6088001,IN,320.3
198608,6088001,IN,328.1
198609,6088001,IN,233.8
198610,6088001,IN,207.2
198611,6088001,IN,173.5
198612,6088001,IN,185.5
198701,6088001,IN,156.4
198702,6088001,IN,97.8
198703,6088001,IN,162.6
198704,6088001,IN,228.5
198705,6088001,IN,270.4
198706,6088001,IN,332.8
198707,6088001,IN,315.5
198708,6088001,IN,305.1
198709,6088001,IN,242.2
198710,6088001,IN,156.2
198711,6088001,IN,160.5
198712,6088001,IN,126.7
198801,6088001,IN,119.6
198802,6088001,IN,212.8
198803,6088001,IN,241.9
198804,6088001,IN,171.0
198805,6088001,IN,220.1
198806,6088001,IN,251.6
198807,6088001,IN,358.9
198808,6088001,IN,321.8
198809,6088001,IN,258.5
198810,6088001,IN,166.6
198811,6088001,IN,172.4
198812,6088001,IN,182.1
198901,6088001,IN,177.4
198902,6088001,IN,179.7
198903,6088001,IN,240.5
198904,6088001,IN,181.9
198905,6088001,IN,297.7
198906,6088001,IN,340.4
198907,6088001,IN,307.1
198908,6088001,IN,321.3
198909,6088001,IN,216.0
198910,6088001,IN,231.6
198911,6088001,IN,163.7
198912,6088001,IN,154.9
199001,6088001,IN,183.1
199002,6088001,IN,196.0
199003,6088001,IN,200.7
199004,6088001,IN,230.5
199005,6088001,IN,281.2
199006,6088001,IN,304.2
199007,6088001,IN,318.6
199008,6088001,IN,298.1
199009,6088001,IN,250.0
199010,6088001,IN,166.6
199011,6088001,IN,173.6
199012,6088001,IN,155.4
199101,6088001,IN,169.2
199102,6088001,IN,135.6
199103,6088001,IN,168.8
199104,6088001,IN,236.8
199105,6088001,IN,233.8
199106,6088001,IN,278.1
199107,6088001,IN,359.1
199108,6088001,IN,324.8
199109,6088001,IN,222.1
199110,6088001,IN,193.8
199111,6088001,IN,166.8
199112,6088001,IN,217.1
199201,6088001,IN,150.9
199202,6088001,IN,178.2
199203,6088001,IN,177.7
199204,6088001,IN,209.1
199205,6088001,IN,225.2
199206,6088001,IN,231.9
199207,6088001,IN,317.8
199208,6088001,IN,317.6
199209,6088001,IN,263.0
199210,6088001,IN,134.9
199211,6088001,IN,146.6
199212,6088001,IN,136.5
199301,6088001,IN,138.9
199302,6088001,IN,181.4
199303,6088001,IN,169.5
199304,6088001,IN,183.7
199305,6088001,IN,264.8
199306,6088001,IN,322.9
199307,6088001,IN,320.7
199308,6088001,IN,327.1
199309,6088001,IN,224.6
199310,6088001,IN,113.3
199311,6088001,IN,113.6
199312,6088001,IN,181.3
199401,6088001,IN,171.1
199402,6088001,IN,143.1
199403,6088001,IN,229.4
199404,6088001,IN,236.6
199405,6088001,IN,250.7
199406,6088001,IN,281.7
199407,6088001,IN,341.7
199408,6088001,IN,337.0
199409,6088001,IN,203.9
199410,6088001,IN,181.0
199411,6088001,IN,148.2
199412,6088001,IN,114.4
199501,6088001,IN,191.4
199502,6088001,IN,177.9
199503,6088001,IN,259.9
199504,6088001,IN,198.4
199505,6088001,IN,253.1
199506,6088001,IN,307.6
199507,6088001,IN,344.3
199508,6088001,IN,263.2
199509,6088001,IN,248.1
199510,6088001,IN,216.2
199511,6088001,IN,161.5
199512,6088001,IN,110.3
199601,6088001,IN,98.7
199602,6088001,IN,168.4
199603,6088001,IN,150.2
199604,6088001,IN,173.1
199605,6088001,IN,284.0
199606,6088001,IN,298.3
199607,6088001,IN,305.8
199608,6088001,IN,325.9
199609,6088001,IN,242.7
199610,6088001,IN,172.6
199611,6088001,IN,138.5
199612,6088001,IN,79.9
199701,6088001,IN,133.4
199702,6088001,IN,179.6
199703,6088001,IN,282.8
199704,6088001,IN,263.9
199705,6088001,IN,280.9
199706,6088001,IN,251.8
199707,6088001,IN,345.4
199708,6088001,IN,267.4
199709,6088001,IN,267.0
199710,6088001,IN,193.4
199711,6088001,IN,140.2
199712,6088001,IN,154.6
199801,6088001,IN,169.8
199802,6088001,IN,193.6
199803,6088001,IN,257.3
199804,6088001,IN,218.7
199805,6088001,IN,276.6
199806,6088001,IN,309.9
199807,6088001,IN,332.6
199808,6088001,IN,297.4
199809,6088001,IN,227.6
199810,6088001,IN,208.6
199811,6088001,IN,175.1
199812,6088001,IN,137.9
199901,6088001,IN,208.4
199902,6088001,IN,215.8
199903,6088001,IN,253.1
199904,6088001,IN,201.4
199905,6088001,IN,222.6
199906,6088001,IN,306.1
199907,6088001,IN,326.2
199908,6088001,IN,299.0
199909,6088001,IN,236.5
199910,6088001,IN,154.0
199911,6088001,IN,177.7
199912,6088001,IN,149.2
200001,6088001,IN,186.5
200002,6088001,IN,205.5
200003,6088001,IN,224.6
200004,6088001,IN,201.2
200005,6088001,IN,298.6
200006,6088001,IN,344.2
200007,6088001,IN,355.1
200008,6088001,IN,317.0
200009,6088001,IN,268.2
200010,6088001,IN,174.6
200011,6088001,IN,121.4
200012,6088001,IN,117.3
200101,6088001,IN,122.7
200102,6088001,IN,195.1
200103,6088001,IN,195.1
200104,6088001,IN,270.0
200105,6088001,IN,217.5
200106,6088001,IN,356.1
200107,6088001,IN,345.7
200108,6088001,IN,345.9
200109,6088001,IN,264.2
200110,6088001,IN,218.0
200111,6088001,IN,161.3
200112,6088001,IN,195.4
200201,6088001,IN,172.9
200202,6088001,IN,166.8
200203,6088001,IN,224.5
200204,6088001,IN,213.7
200205,6088001,IN,263.2
200206,6088001,IN,321.5
200207,6088001,IN,317.2
200208,6088001,IN,297.9
200209,6088001,IN,240.0
200210,6088001,IN,199.5
200211,6088001,IN,120.1
200212,6088001,IN,103.4
200301,6088001,IN,181.5
200302,6088001,IN,188.2
200303,6088001,IN,265.5
200304,6088001,IN,224.4
200305,6088001,IN,290.5
200306,6088001,IN,346.2
200307,6088001,IN,387.9
200308,6088001,IN,311.5
200309,6088001,IN,263.9
200310,6088001,IN,176.5
200311,6088001,IN,116.6
200312,6088001,IN,130.9
200401,6088001,IN,149.4
200402,6088001,IN,136.3
200403,6088001,IN,216.3
200404,6088001,IN,241.7
200405,6088001,IN,279.1
200406,6088001,IN,338.1
200407,6088001,IN,349.4
200408,6088001,IN,325.1
200409,6088001,IN,276.1
200410,6088001,IN,155.1
200411,6088001,IN,152.2
200412,6088001,IN,121.2
200501,6088001,IN,199.9
200502,6088001,IN,170.5
200503,6088001,IN,227.1
200504,6088001,IN,204.0
200505,6088001,IN,296.5
200506,6088001,IN,322.5
200507,6088001,IN,353.7
200508,6088001,IN,314.1
200509,6088001,IN,193.9
200510,6088001,IN,170.6
200511,6088001,IN,142.2
200512,6088001,IN,156.4
200601,6088001,IN,159.1
200602,6088001,IN,175.4
200603,6088001,IN,196.0
200604,6088001,IN,247.3
200605,6088001,IN,292.6
200606,6088001,IN,289.0
200607,6088001,IN,334.1
200608,6088001,IN,310.5
200609,6088001,IN,195.4
200610,6088001,IN,216.1
200611,6088001,IN,178.1
200612,6088001,IN,143.4
200701,6088001,IN,143.8
200702,6088001,IN,149.2
200703,6088001,IN,225.2
200704,6088001,IN,247.7
200705,6088001,IN,304.8
200706,6088001,IN,300.6
200707,6088001,IN,391.6
200708,6088001,IN,291.0
200709,6088001,IN,260.2
200710,6088001,IN,212.1
200711,6088001,IN,189.2
200712,6088001,IN,173.3
200801,6088001,IN,130.7
200802,6088001,IN,179.8
200803,6088001,IN,209.6
200804,6088001,IN,250.4
200805,6088001,IN,210.5
200806,6088001,IN,311.1
200807,6088001,IN,369.6
200808,6088001,IN,364.9
200809,6088001,IN,218.2
200810,6088001,IN,203.9
200811,6088001,IN,130.9
200812,6088001,IN,142.2
200901,6088001,IN,160.4
200902,6088001,IN,167.2
200903,6088001,IN,231.2
200904,6088001,IN,204.6
200905,6088001,IN,330.2
200906,6088001,IN,318.7
200907,6088001,IN,372.2
200908,6088001,IN,355.8
200909,6088001,IN,262.9
200910,6088001,IN,239.8
200911,6088001,IN,154.2
200912,6088001,IN,123.4
201001,6088001,IN,114.9
201002,6088001,IN,115.8
201003,6088001,IN,186.1
201004,6088001,IN,252.3
201005,6088001,IN,266.2
201006,6088001,IN,285.6
201007,6088001,IN,380.2
201008,6088001,IN,321.6
201009,6088001,IN,260.4
201010,6088001,IN,204.7
201011,6088001,IN,150.9
201012,6088001,IN,98.0
201101,6088001,IN,130.0
201102,6088001,IN,146.1
201103,6088001,IN,198.8
201104,6088001,IN,262.8
201105,6088001,IN,320.7
201106,6088001,IN,325.2
201107,6088001,IN,328.2
201108,6088001,IN,354.0
201109,6088001,IN,286.0
201110,6088001,IN,239.6
201111,6088001,IN,174.4
201112,6088001,IN,192.8
201201,6088001,IN,166.6
201202,6088001,IN,218.3
201203,6088001,IN,250.7
201204,6088001,IN,243.7
201205,6088001,IN,245.4
201206,6088001,IN,333.9
201207,6088001,IN,367.6
201208,6088001,IN,342.4
201209,6088001,IN,250.2
201210,6088001,IN,189.1
201211,6088001,IN,154.7
201212,6088001,IN,166.0
201301,6088001,IN,157.3
201302,6088001,IN,161.0
201303,6088001,IN,148.9
201304,6088001,IN,199.0
201305,6088001,IN,293.3
201306,6088001,IN,315.0
201307,6088001,IN,341.2
201308,6088001,IN,345.9
201309,6088001,IN,277.2
201310,6088001,IN,161.9
201311,6088001,IN,160.3
201312,6088001,IN,171.6
201401,6088001,IN,121.6
201402,6088001,IN,133.8
