YYYYMM,NUM_POST,TYPE,VALEUR
193603,63113001,IN,161.0
193604,63113001,IN,182.1
193605,63113001,IN,273.0
193606,63113001,IN,338.1
193607,63113001,IN,355.4
193608,63113001,IN,354.1
193609,63113001,IN,208.9
193610,63113001,IN,221.5
193611,63113001,IN,162.0
193612,63113001,IN,124.0
193701,63113001,IN,123.5
193702,63113001,IN,146.7
193703,63113001,IN,157.7
193704,63113001,IN,270.2
193705,63113001,IN,297.4
193706,63113001,IN,303.1
193707,63113001,IN,365.7
193708,63113001,IN,340.6
193709,63113001,IN,219.9
193710,63113001,IN,139.9
193711,63113001,IN,151.8
193712,63113001,IN,121.6
193801,63113001,IN,170.2
193802,63113001,IN,172.2
193803,63113001,IN,209.7
193804,63113001,IN,215.7
193805,63113001,IN,234.0
193806,63113001,IN,337.8
193807,63113001,IN,389.4
193808,63113001,IN,317.4
193809,63113001,IN,198.2
193810,63113001,IN,196.0
193811,63113001,IN,160.8
193812,63113001,IN,119.8
193901,63113001,IN,120.5
193902,63113001,IN,162.0
193903,63113001,IN,213.9
193904,63113001,IN,216.1
193905,63113001,IN,201.6
193906,63113001,IN,293.8
193907,63113001,IN,394.1
193908,63113001,IN,285.0
193909,63113001,IN,207.0
193910,63113001,IN,182.1
193911,63113001,IN,165.7
193912,63113001,IN,107.2
194001,63113001,IN,154.2
194002,63113001,IN,139.3
194003,63113001,IN,214.2
194004,63113001,IN,223.1
194005,63113001,IN,270.2
194006,63113001,IN,271.6
194007,63113001,IN,328.3
194008,63113001,IN,336.9
194009,63113001,IN,196.9
194010,63113001,IN,146.9
194011,63113001,IN,167.0
194012,63113001,IN,148.2
194101,63113001,IN,98.7
194102,63113001,IN,121.4
194103,63113001,IN,212.0
194104,63113001,IN,231.8
194105,63113001,IN,263.3
194106,63113001,IN,273.8
194107,63113001,IN,331.0
194108,63113001,IN,290.8
194109,63113001,IN,264.4
194110,63113001,IN,193.6
194111,63113001,IN,106.8
194112,63113001,IN,195.3
194201,63113001,IN,158.6
194202,63113001,IN,132.2
194203,63113001,IN,184.6
194204,63113001,IN,206.2
194205,63113001,IN,293.0
194206,63113001,IN,331.7
194207,63113001,IN,345.9
194208,63113001,IN,302.8
194209,63113001,IN,234.0
194210,63113001,IN,214.5
194211,63113001,IN,169.7
194212,63113001,IN,136.5
194301,63113001,IN,134.6
194302,63113001,IN,200.8
194303,63113001,IN,166.7
194304,63113001,IN,263.3
194305,63113001,IN,278.5
194306,63113001,IN,343.2
194307,63113001,IN,353.7
194308,63113001,IN,353.2
194309,63113001,IN,216.1
194310,63113001,IN,161.5
194311,63113001,IN,151.5
194312,63113001,IN,125.2
194401,63113001,IN,215.4
194402,63113001,IN,141.8
194403,63113001,IN,245.6
194404,63113001,IN,230.5
194405,63113001,IN,310.9
194406,63113001,IN,309.2
194407,63113001,IN,328.4
194408,63113001,IN,295.1
194409,63113001,IN,188.0
194410,63113001,IN,134.4
194411,63113001,IN,130.7
194412,63113001,IN,151.9
194501,63113001,IN,153.0
194502,63113001,IN,184.7
194503,63113001,IN,235.8
194504,63113001,IN,249.9
194505,63113001,IN,322.2
194506,63113001,IN,362.7
194507,63113001,IN,384.4
194508,63113001,IN,312.7
194509,63113001,IN,276.1
194510,63113001,IN,215.4
194511,63113001,IN,184.2
194512,63113001,IN,146.1
194601,63113001,IN,136.2
194602,63113001,IN,215.3
194603,63113001,IN,142.5
194604,63113001,IN,211.9
194605,63113001,IN,205.6
194606,63113001,IN,268.3
194607,63113001,IN,365.2
194608,63113001,IN,379.7
194609,63113001,IN,301.1
194610,63113001,IN,221.7
194611,63113001,IN,137.0
194612,63113001,IN,117.5
194701,63113001,IN,101.0
194702,63113001,IN,123.4
194703,63113001,IN,153.8
194704,63113001,IN,301.4
194705,63113001,IN,294.0
194706,63113001,IN,353.4
194707,63113001,IN,371.8
194708,63113001,IN,301.6
194709,63113001,IN,254.0
194710,63113001,IN,138.0
194711,63113001,IN,170.0
194712,63113001,IN,133.3
194801,63113001,IN,113.9
194802,63113001,IN,171.4
194803,63113001,IN,262.8
194804,63113001,IN,220.7
194805,63113001,IN,248.4
194806,63113001,IN,341.7
194807,63113001,IN,350.4
194808,63113001,IN,336.1
194809,63113001,IN,245.7
194810,63113001,IN,185.1
194811,63113001,IN,215.5
194812,63113001,IN,167.2
194901,63113001,IN,200.1
194902,63113001,IN,212.5
194903,63113001,IN,222.6
194904,63113001,IN,279.6
194905,63113001,IN,232.4
194906,63113001,IN,302.6
194907,63113001,IN,372.4
194908,63113001,IN,319.7
194909,63113001,IN,285.3
194910,63113001,IN,219.1
194911,63113001,IN,164.2
194912,63113001,IN,151.5
195001,63113001,IN,134.1
195002,63113001,IN,151.2
195003,63113001,IN,235.3
195004,63113001,IN,241.8
195005,63113001,IN,299.9
195006,63113001,IN,350.3
195007,63113001,IN,375.1
195008,63113001,IN,291.4
195009,63113001,IN,271.2
195010,63113001,IN,213.5
195011,63113001,IN,173.6
195012,63113001,IN,105.6
195101,63113001,IN,142.6
195102,63113001,IN,153.8
195103,63113001,IN,197.9
195104,63113001,IN,270.7
195105,63113001,IN,198.1
195106,63113001,IN,336.8
195107,63113001,IN,367.8
195108,63113001,IN,330.4
195109,63113001,IN,262.1
195110,63113001,IN,143.2
195111,63113001,IN,160.6
195112,63113001,IN,169.1
195201,63113001,IN,168.3
195202,63113001,IN,225.8
195203,63113001,IN,184.8
195204,63113001,IN,234.1
195205,63113001,IN,278.9
195206,63113001,IN,354.6
195207,63113001,IN,383.3
195208,63113001,IN,338.8
195209,63113001,IN,275.5
195210,63113001,IN,212.9
195211,63113001,IN,152.0
195212,63113001,IN,112.2
195301,63113001,IN,184.2
195302,63113001,IN,176.5
195303,63113001,IN,252.1
195304,63113001,IN,239.7
195305,63113001,IN,301.0
195306,63113001,IN,222.3
195307,63113001,IN,336.6
195308,63113001,IN,318.5
195309,63113001,IN,235.4
195310,63113001,IN,160.6
195311,63113001,IN,184.9
195312,63113001,IN,104.4
195401,63113001,IN,152.9
195402,63113001,IN,111.2
195403,63113001,IN,206.2
195404,63113001,IN,209.1
195405,63113001,IN,274.5
195406,63113001,IN,302.8
195407,63113001,IN,367.2
195408,63113001,IN,327.5
195409,63113001,IN,282.8
195410,63113001,IN,226.8
195411,63113001,IN,137.5
195412,63113001,IN,181.5
195501,63113001,IN,107.9
195502,63113001,IN,141.4
195503,63113001,IN,237.7
195504,63113001,IN,311.9
195505,63113001,IN,333.0
195506,63113001,IN,317.3
195507,63113001,IN,354.6
195508,63113001,IN,314.6
195509,63113001,IN,296.2
195510,63113001,IN,225.7
195511,63113001,IN,155.1
195512,63113001,IN,139.2
195601,63113001,IN,132.9
195602,63113001,IN,141.5
195603,63113001,IN,135.9
195604,63113001,IN,230.9
195605,63113001,IN,317.4
195606,63113001,IN,335.4
195607,63113001,IN,378.9
195608,63113001,IN,332.8
195609,63113001,IN,263.9
195610,63113001,IN,242.6
195611,63113001,IN,133.5
195612,63113001,IN,141.9
195701,63113001,IN,177.5
195702,63113001,IN,141.2
195703,63113001,IN,174.1
195704,63113001,IN,198.2
195705,63113001,IN,267.8
195706,63113001,IN,276.0
195707,63113001,IN,389.6
195708,63113001,IN,318.8
195709,63113001,IN,275.4
195710,63113001,IN,221.3
195711,63113001,IN,142.1
195712,63113001,IN,145.0
195801,63113001,IN,184.4
195802,63113001,IN,170.6
195803,63113001,IN,180.5
195804,63113001,IN,223.6
195805,63113001,IN,286.8
195806,63113001,IN,295.3
195807,63113001,IN,358.3
195808,63113001,IN,352.4
195809,63113001,IN,276.1
195810,63113001,IN,231.8
195811,63113001,IN,114.6
195812,63113001,IN,129.4
195901,63113001,IN,193.9
195902,63113001,IN,199.8
195903,63113001,IN,186.6
195904,63113001,IN,241.4
195905,63113001,IN,267.9
195906,63113001,IN,329.5
195907,63113001,IN,373.4
195908,63113001,IN,292.0
195909,63113001,IN,202.8
195910,63113001,IN,211.5
195911,63113001,IN,151.3
195912,63113001,IN,142.3
196001,63113001,IN,116.8
196002,63113001,IN,158.3
196003,63113001,IN,184.9
196004,63113001,IN,224.2
196005,63113001,IN,306.5
196006,63113001,IN,347.1
196007,63113001,IN,349.7
196008,63113001,IN,357.4
196009,63113001,IN,248.9
196010,63113001,IN,178.9
196011,63113001,IN,143.1
196012,63113001,IN,129.2
196101,63113001,IN,118.3
196102,63113001,IN,226.2
196103,63113001,IN,310.8
196104,63113001,IN,233.9
196105,63113001,IN,291.0
196106,63113001,IN,334.5
196107,63113001,IN,364.8
196108,63113001,IN,342.5
196109,63113001,IN,276.8
196110,63113001,IN,197.2
196111,63113001,IN,134.5
196112,63113001,IN,124.9
196201,63113001,IN,155.9
196202,63113001,IN,168.8
196203,63113001,IN,188.9
196204,63113001,IN,244.9
196205,63113001,IN,299.7
196206,63113001,IN,291.2
196207,63113001,IN,366.4
196208,63113001,IN,337.7
196209,63113001,IN,251.2
196210,63113001,IN,203.3
196211,63113001,IN,120.3
196212,63113001,IN,157.0
196301,63113001,IN,122.3
196302,63113001,IN,116.3
196303,63113001,IN,210.8
196304,63113001,IN,226.7
196305,63113001,IN,307.3
196306,63113001,IN,295.2
196307,63113001,IN,338.0
196308,63113001,IN,295.7
196309,63113001,IN,185.8
196310,63113001,IN,217.3
196311,63113001,IN,120.5
196312,63113001,IN,98.3
196401,63113001,IN,173.7
196402,63113001,IN,123.0
196403,63113001,IN,151.9
196404,63113001,IN,249.9
196405,63113001,IN,290.4
196406,63113001,IN,299.6
196407,63113001,IN,343.4
196408,63113001,IN,333.6
196409,63113001,IN,244.8
196410,63113001,IN,205.2
196411,63113001,IN,139.0
196412,63113001,IN,118.8
196501,63113001,IN,146.0
196502,63113001,IN,184.0
196503,63113001,IN,200.9
196504,63113001,IN,266.5
196505,63113001,IN,310.0
196506,63113001,IN,323.7
196507,63113001,IN,375.7
196508,63113001,IN,320.0
196509,63113001,IN,221.6
196510,63113001,IN,198.9
196511,63113001,IN,145.6
196512,63113001,IN,143.8
196601,63113001,IN,120.0
196602,63113001,IN,125.3
196603,63113001,IN,276.2
196604,63113001,IN,244.3
196605,63113001,IN,265.1
196606,63113001,IN,341.4
196607,63113001,IN,353.2
196608,63113001,IN,298.0
196609,63113001,IN,232.6
196610,63113001,IN,186.7
196611,63113001,IN,142.8
196612,63113001,IN,170.0
196701,63113001,IN,133.7
196702,63113001,IN,125.1
196703,63113001,IN,249.6
196704,63113001,IN,292.8
196705,63113001,IN,300.3
196706,63113001,IN,299.4
196707,63113001,IN,342.4
196708,63113001,IN,303.9
196709,63113001,IN,257.6
196710,63113001,IN,228.5
196711,63113001,IN,149.4
196712,63113001,IN,153.5
196801,63113001,IN,212.6
196802,63113001,IN,106.2
196803,63113001,IN,213.7
196804,63113001,IN,245.0
196805,63113001,IN,227.9
196806,63113001,IN,281.4
196807,63113001,IN,362.1
196808,63113001,IN,275.1
196809,63113001,IN,246.6
196810,63113001,IN,211.7
196811,63113001,IN,136.2
196812,63113001,IN,124.4
196901,63113001,IN,161.5
196902,63113001,IN,145.4
196903,63113001,IN,152.1
196904,63113001,IN,210.0
196905,63113001,IN,250.2
196906,63113001,IN,257.9
196907,63113001,IN,330.7
196908,63113001,IN,296.1
196909,63113001,IN,237.1
196910,63113001,IN,223.7
196911,63113001,IN,167.3
196912,63113001,IN,155.1
197001,63113001,IN,121.8
197002,63113001,IN,185.2
197003,63113001,IN,180.6
197004,63113001,IN,282.8
197005,63113001,IN,289.3
197006,63113001,IN,260.1
197007,63113001,IN,378.3
197008,63113001,IN,301.1
197009,63113001,IN,264.0
197010,63113001,IN,222.9
197011,63113001,IN,174.1
197012,63113001,IN,165.5
197101,63113001,IN,143.7
197102,63113001,IN,206.0
197103,63113001,IN,180.8
197104,63113001,IN,185.9
197105,63113001,IN,224.5
197106,63113001,IN,297.4
197107,63113001,IN,340.3
197108,63113001,IN,323.0
197109,63113001,IN,226.2
197110,63113001,IN,208.1
197111,63113001,IN,155.3
197112,63113001,IN,154.3
197201,63113001,IN,101.2
197202,63113001,IN,95.0
197203,63113001,IN,185.3
197204,63113001,IN,202.5
197205,63113001,IN,263.8
197206,63113001,IN,249.4
197207,63113001,IN,334.8
197208,63113001,IN,309.2
197209,63113001,IN,189.3
197210,63113001,IN,190.4
197211,63113001,IN,173.5
197212,63113001,IN,146.9
197301,63113001,IN,179.6
197302,63113001,IN,188.7
197303,63113001,IN,247.5
197304,63113001,IN,266.9
197305,63113001,IN,258.5
197306,63113001,IN,325.2
197307,63113001,IN,349.2
197308,63113001,IN,301.0
197309,63113001,IN,257.3
197310,63113001,IN,250.3
197311,63113001,IN,185.2
197312,63113001,IN,162.9
197401,63113001,IN,128.7
197402,63113001,IN,126.8
197403,63113001,IN,176.8
197404,63113001,IN,215.0
197405,63113001,IN,276.8
197406,63113001,IN,318.7
197407,63113001,IN,361.7
197408,63113001,IN,334.5
197409,63113001,IN,260.5
197410,63113001,IN,248.8
197411,63113001,IN,152.3
197412,63113001,IN,193.4
197501,63113001,IN,141.3
197502,63113001,IN,181.8
197503,63113001,IN,174.5
197504,63113001,IN,295.5
197505,63113001,IN,273.1
197506,63113001,IN,295.6
197507,63113001,IN,377.7
197508,63113001,IN,251.2
197509,63113001,IN,216.6
197510,63113001,IN,222.5
197511,63113001,IN,105.3
197512,63113001,IN,153.8
197601,63113001,IN,191.0
197602,63113001,IN,151.9
197603,63113001,IN,174.8
197604,63113001,IN,165.1
197605,63113001,IN,314.3
197606,63113001,IN,259.6
197607,63113001,IN,307.2
197608,63113001,IN,285.6
197609,63113001,IN,234.4
197610,63113001,IN,165.3
197611,63113001,IN,183.1
197612,63113001,IN,127.6
197701,63113001,IN,108.3
197702,63113001,IN,166.7
197703,63113001,IN,186.1
197704,63113001,IN,257.2
197705,63113001,IN,252.5
197706,63113001,IN,297.7
197707,63113001,IN,316.9
197708,63113001,IN,271.8
197709,63113001,IN,199.7
197710,63113001,IN,174.5
197711,63113001,IN,199.6
197712,63113001,IN,152.7
197801,63113001,IN,142.0
197802,63113001,IN,118.2
197803,63113001,IN,206.4
197804,63113001,IN,156.4
197805,63113001,IN,248.1
197806,63113001,IN,301.2
197807,63113001,IN,353.7
197808,63113001,IN,303.8
197809,63113001,IN,255.0
197810,63113001,IN,231.3
197811,63113001,IN,199.1
197812,63113001,IN,112.2
197901,63113001,IN,134.5
197902,63113001,IN,96.2
197903,63113001,IN,205.3
197904,63113001,IN,222.8
197905,63113001,IN,347.2
197906,63113001,IN,324.0
197907,63113001,IN,315.8
197908,63113001,IN,323.4
197909,63113001,IN,217.7
197910,63113001,IN,149.3
197911,63113001,IN,185.2
197912,63113001,IN,160.4
198001,63113001,IN,115.3
198002,63113001,IN,185.0
198003,63113001,IN,188.8
198004,63113001,IN,242.4
198005,63113001,IN,202.3
198006,63113001,IN,301.8
198007,63113001,IN,312.8
198008,63113001,IN,300.9
198009,63113001,IN,235.9
198010,63113001,IN,216.0
198011,63113001,IN,135.3
198012,63113001,IN,182.9
198101,63113001,IN,210.6
198102,63113001,IN,146.4
198103,63113001,IN,137.9
198104,63113001,IN,193.2
198105,63113001,IN,275.1
198106,63113001,IN,299.4
198107,63113001,IN,336.7
198108,63113001,IN,310.4
198109,63113001,IN,222.6
198110,63113001,IN,214.8
198111,63113001,IN,158.2
198112,63113001,IN,134.2
198201,63113001,IN,148.0
198202,63113001,IN,148.1
198203,63113001,IN,237.5
198204,63113001,IN,210.2
198205,63113001,IN,292.3
198206,63113001,IN,260.4
198207,63113001,IN,308.7
198208,63113001,IN,310.0
198209,63113001,IN,251.8
198210,63113001,IN,203.1
198211,63113001,IN,135.1
198212,63113001,IN,154.4
198301,63113001,IN,195.3
198302,63113001,IN,163.9
198303,63113001,IN,191.4
198304,63113001,IN,197.9
198305,63113001,IN,257.1
198306,63113001,IN,269.9
198307,63113001,IN,329.2
198308,63113001,IN,263.6
198309,63113001,IN,261.6
198310,63113001,IN,232.2
198311,63113001,IN,150.6
198312,63113001,IN,171.7
198401,63113001,IN,167.3
198402,63113001,IN,168.6
198403,63113001,IN,208.2
198404,63113001,IN,265.4
198405,63113001,IN,210.1
198406,63113001,IN,272.4
198407,63113001,IN,353.8
198408,63113001,IN,285.7
198409,63113001,IN,238.9
198410,63113001,IN,218.2
198411,63113001,IN,141.6
198412,63113001,IN,180.8
198501,63113001,IN,133.9
198502,63113001,IN,112.3
198503,63113001,IN,192.7
198504,63113001,IN,261.1
198505,63113001,IN,209.6
198506,63113001,IN,317.0
198507,63113001,IN,329.6
198508,63113001,IN,350.7
198509,63113001,IN,277.8
198510,63113001,IN,200.2
198511,63113001,IN,133.2
198512,63113001,IN,123.7
198601,63113001,IN,167.3
198602,63113001,IN,106.3
198603,63113001,IN,193.1
198604,63113001,IN,151.4
198605,63113001,IN,287.1
198606,63113001,IN,262.7
198607,63113001,IN,320.3
198608,63113001,IN,328.1
198609,63113001,IN,233.8
198610,63113001,IN,207.2
198611,63113001,IN,173.5
198612,63113001,IN,185.5
198701,63113001,IN,156.4
198702,63113001,IN,97.8
198703,63113001,IN,162.6
198704,63113001,IN,228.5
198705,63113001,IN,270.4
198706,63113001,IN,332.8
198707,63113001,IN,315.5
198708,63113001,IN,305.1
198709,63113001,IN,242.2
198710,63113001,IN,156.2
198711,63113001,IN,160.5
198712,63113001,IN,126.7
198801,63113001,IN,119.6
198802,63113001,IN,212.8
198803,63113001,IN,241.9
198804,63113001,IN,171.0
198805,63113001,IN,220.1
198806,63113001,IN,251.6
198807,63113001,IN,358.9
198808,63113001,IN,321.8
198809,63113001,IN,258.5
198810,63113001,IN,166.6
198811,63113001,IN,172.4
198812,63113001,IN,182.1
198901,63113001,IN,177.4
198902,63113001,IN,179.7
198903,63113001,IN,240.5
198904,63113001,IN,181.9
198905,63113001,IN,297.7
198906,63113001,IN,340.4
198907,63113001,IN,307.1
198908,63113001,IN,321.3
198909,63113001,IN,216.0
198910,63113001,IN,231.6
198911,63113001,IN,163.7
198912,63113001,IN,154.9
199001,63113001,IN,183.1
199002,63113001,IN,196.0
199003,63113001,IN,200.7
199004,63113001,IN,230.5
199005,63113001,IN,281.2
199006,63113001,IN,304.2
199007,63113001,IN,318.6
199008,63113001,IN,298.1
199009,63113001,IN,250.0
199010,63113001,IN,166.6
199011,63113001,IN,173.6
199012,63113001,IN,155.4
199101,63113001,IN,169.2
199102,63113001,IN,135.6
199103,63113001,IN,168.8
199104,63113001,IN,236.8
199105,63113001,IN,233.8
199106,63113001,IN,278.1
199107,63113001,IN,359.1
199108,63113001,IN,324.8
199109,63113001,IN,222.1
199110,63113001,IN,193.8
199111,63113001,IN,166.8
199112,63113001,IN,217.1
199201,63113001,IN,150.9
199202,63113001,IN,178.2
199203,63113001,IN,177.7
199204,63113001,IN,209.1
199205,63113001,IN,225.2
199206,63113001,IN,231.9
199207,63113001,IN,317.8
199208,63113001,IN,317.6
199209,63113001,IN,263.0
199210,63113001,IN,134.9
199211,63113001,IN,146.6
199212,63113001,IN,136.5
199301,63113001,IN,138.9
199302,63113001,IN,181.4
199303,63113001,IN,169.5
199304,63113001,IN,183.7
199305,63113001,IN,264.8
199306,63113001,IN,322.9
199307,63113001,IN,320.7
199308,63113001,IN,327.1
199309,63113001,IN,224.6
199310,63113001,IN,113.3
199311,63113001,IN,113.6
199312,63113001,IN,181.3
199401,63113001,IN,171.1
199402,63113001,IN,143.1
199403,63113001,IN,229.4
199404,63113001,IN,236.6
199405,63113001,IN,250.7
199406,63113001,IN,281.7
199407,63113001,IN,341.7
199408,63113001,IN,337.0
199409,63113001,IN,203.9
199410,63113001,IN,181.0
199411,63113001,IN,148.2
199412,63113001,IN,114.4
199501,63113001,IN,191.4
199502,63113001,IN,177.9
199503,63113001,IN,259.9
199504,63113001,IN,198.4
199505,63113001,IN,253.1
199506,63113001,IN,307.6
199507,63113001,IN,344.3
199508,63113001,IN,263.2
199509,63113001,IN,248.1
199510,63113001,IN,216.2
199511,63113001,IN,161.5
199512,63113001,IN,110.3
199601,63113001,IN,98.7
199602,63113001,IN,168.4
199603,63113001,IN,150.2
199604,63113001,IN,173.1
199605,63113001,IN,284.0
199606,63113001,IN,298.3
199607,63113001,IN,305.8
199608,63113001,IN,325.9
199609,63113001,IN,242.7
199610,63113001,IN,172.6
199611,63113001,IN,138.5
199612,63113001,IN,79.9
199701,63113001,IN,133.4
199702,63113001,IN,179.6
199703,63113001,IN,282.8
199704,63113001,IN,263.9
199705,63113001,IN,280.9
199706,63113001,IN,251.8
199707,63113001,IN,345.4
199708,63113001,IN,267.4
199709,63113001,IN,267.0
199710,63113001,IN,193.4
199711,63113001,IN,140.2
199712,63113001,IN,154.6
199801,63113001,IN,169.8
199802,63113001,IN,193.6
199803,63113001,IN,257.3
199804,63113001,IN,218.7
199805,63113001,IN,276.6
199806,63113001,IN,309.9
199807,63113001,IN,332.6
199808,63113001,IN,297.4
199809,63113001,IN,227.6
199810,63113001,IN,208.6
199811,63113001,IN,175.1
199812,63113001,IN,137.9
199901,63113001,IN,208.4
199902,63113001,IN,215.8
199903,63113001,IN,253.1
199904,63113001,IN,201.4
199905,63113001,IN,222.6
199906,63113001,IN,306.1
199907,63113001,IN,326.2
199908,63113001,IN,299.0
199909,63113001,IN,236.5
199910,63113001,IN,154.0
199911,63113001,IN,177.7
199912,63113001,IN,149.2
200001,63113001,IN,186.5
200002,63113001,IN,205.5
200003,63113001,IN,224.6
200004,63113001,IN,201.2
200005,63113001,IN,298.6
200006,63113001,IN,344.2
200007,63113001,IN,355.1
200008,63113001,IN,317.0
200009,63113001,IN,268.2
200010,63113001,IN,174.6
200011,63113001,IN,121.4
200012,63113001,IN,117.3
200101,63113001,IN,122.7
200102,63113001,IN,195.1
200103,63113001,IN,195.1
200104,63113001,IN,270.0
200105,63113001,IN,217.5
200106,63113001,IN,356.1
200107,63113001,IN,345.7
200108,63113001,IN,345.9
200109,63113001,IN,264.2
200110,63113001,IN,218.0
200111,63113001,IN,161.3
200112,63113001,IN,195.4
200201,63113001,IN,172.9
200202,63113001,IN,166.8
200203,63113001,IN,224.5
200204,63113001,IN,213.7
200205,63113001,IN,263.2
200206,63113001,IN,321.5
200207,63113001,IN,317.2
200208,63113001,IN,297.9
200209,63113001,IN,240.0
200210,63113001,IN,199.5
200211,63113001,IN,120.1
200212,63113001,IN,103.4
200301,63113001,IN,181.5
200302,63113001,IN,188.2
200303,63113001,IN,265.5
200304,63113001,IN,224.4
200305,63113001,IN,290.5
200306,63113001,IN,346.2
200307,63113001,IN,387.9
200308,63113001,IN,311.5
200309,63113001,IN,263.9
200310,63113001,IN,176.5
200311,63113001,IN,116.6
200312,63113001,IN,130.9
200401,63113001,IN,149.4
200402,63113001,IN,136.3
200403,63113001,IN,216.3
200404,63113001,IN,241.7
200405,63113001,IN,279.1
200406,63113001,IN,338.1
200407,63113001,IN,349.4
200408,63113001,IN,325.1
200409,63113001,IN,276.1
200410,63113001,IN,155.1
200411,63113001,IN,152.2
200412,63113001,IN,121.2
200501,63113001,IN,199.9
200502,63113001,IN,170.5
200503,63113001,IN,227.1
200504,63113001,IN,204.0
200505,63113001,IN,296.5
200506,63113001,IN,322.5
200507,63113001,IN,353.7
200508,63113001,IN,314.1
200509,63113001,IN,193.9
200510,63113001,IN,170.6
200511,63113001,IN,142.2
200512,63113001,IN,156.4
200601,63113001,IN,159.1
200602,63113001,IN,175.4
200603,63113001,IN,196.0
200604,63113001,IN,247.3
200605,63113001,IN,292.6
200606,63113001,IN,289.0
200607,63113001,IN,334.1
200608,63113001,IN,310.5
200609,63113001,IN,195.4
200610,63113001,IN,216.1
200611,63113001,IN,178.1
200612,63113001,IN,143.4
200701,63113001,IN,143.8
200702,63113001,IN,149.2
200703,63113001,IN,225.2
200704,63113001,IN,247.7
200705,63113001,IN,304.8
200706,63113001,IN,300.6
200707,63113001,IN,391.6
200708,63113001,IN,291.0
200709,63113001,IN,260.2
200710,63113001,IN,212.1
200711,63113001,IN,189.2
200712,63113001,IN,173.3
200801,63113001,IN,130.7
200802,63113001,IN,179.8
200803,63113001,IN,209.6
200804,63113001,IN,250.4
200805,63113001,IN,210.5
200806,63113001,IN,311.1
200807,63113001,IN,369.6
200808,63113001,IN,364.9
200809,63113001,IN,218.2
200810,63113001,IN,203.9
200811,63113001,IN,130.9
200812,63113001,IN,142.2
200901,63113001,IN,160.4
200902,63113001,IN,167.2
200903,63113001,IN,231.2
200904,63113001,IN,204.6
200905,63113001,IN,330.2
200906,63113001,IN,318.7
200907,63113001,IN,372.2
200908,63113001,IN,355.8
200909,63113001,IN,262.9
200910,63113001,IN,239.8
200911,63113001,IN,154.2
200912,63113001,IN,123.4
201001,63113001,IN,114.9
201002,63113001,IN,115.8
201003,63113001,IN,186.1
201004,63113001,IN,252.3
201005,63113001,IN,266.2
201006,63113001,IN,285.6
201007,63113001,IN,380.2
201008,63113001,IN,321.6
201009,63113001,IN,260.4
201010,63113001,IN,204.7
201011,63113001,IN,150.9
201012,63113001,IN,98.0
201101,63113001,IN,130.0
201102,63113001,IN,146.1
201103,63113001,IN,198.8
201104,63113001,IN,262.8
201105,63113001,IN,320.7
201106,63113001,IN,325.2
201107,63113001,IN,328.2
201108,63113001,IN,354.0
201109,63113001,IN,286.0
201110,63113001,IN,239.6
201111,63113001,IN,174.4
201112,63113001,IN,192.8
201201,63113001,IN,166.6
201202,63113001,IN,218.3
201203,63113001,IN,250.7
201204,63113001,IN,243.7
201205,63113001,IN,245.4
201206,63113001,IN,333.9
201207,63113001,IN,367.6
201208,63113001,IN,342.4
201209,63113001,IN,250.2
201210,63113001,IN,189.1
201211,63113001,IN,154.7
201212,63113001,IN,166.0
201301,63113001,IN,157.3
201302,63113001,IN,161.0
201303,63113001,IN,148.9
201304,63113001,IN,199.0
201305,63113001,IN,293.3
201306,63113001,IN,315.0
201307,63113001,IN,341.2
201308,63113001,IN,345.9
201309,63113001,IN,277.2
201310,63113001,IN,161.9
201311,63113001,IN,160.3
201312,63113001,IN,171.6
201401,63113001,IN,121.6
201402,63113001,IN,133.8
201403,63113001,IN,241.5
201404,63113001,IN,217.3
201405,63113001,IN,290.4
201406,63113001,IN,317.2
201407,63113001,IN,320.5
201408,63113001,IN,332.1
201409,63113001,IN,248.5
201410,63113001,IN,222.7
201411,63113001,IN,109.0
201412,63113001,IN,141.2
193101,64549001,IN,164.6
193102,64549001,IN,160.9
193103,64549001,IN,120.9
193104,64549001,IN,256.6
193105,64549001,IN,289.7
193106,64549001,IN,303.0
193107,64549001,IN,357.0
193108,64549001,IN,315.2
193109,64549001,IN,266.4
193110,64549001,IN,193.1
193111,64549001,IN,104.6
193112,64549001,IN,177.2
193201,64549001,IN,178.2
193202,64549001,IN,180.9
193203,64549001,IN,152.4
193204,64549001,IN,210.5
193205,64549001,IN,267.2
193206,64549001,IN,291.2
193207,64549001,IN,303.8
193208,64549001,IN,323.4
193209,64549001,IN,236.4
193210,64549001,IN,201.1
193211,64549001,IN,130.5
193212,64549001,IN,85.0
193301,64549001,IN,131.4
193302,64549001,IN,108.4
193303,64549001,IN,195.9
193304,64549001,IN,234.2
193305,64549001,IN,293.1
193306,64549001,IN,249.8
193307,64549001,IN,380.1
193308,64549001,IN,325.6
193309,64549001,IN,200.2
193310,64549001,IN,182.1
193311,64549001,IN,112.5
193312,64549001,IN,110.9
193401,64549001,IN,155.9
193402,64549001,IN,143.7
193403,64549001,IN,151.3
193404,64549001,IN,137.2
193405,64549001,IN,260.0
193406,64549001,IN,320.9
193407,64549001,IN,339.3
193408,64549001,IN,302.4
193409,64549001,IN,276.1
193410,64549001,IN,213.6
193411,64549001,IN,146.7
193412,64549001,IN,96.8
193501,64549001,IN,175.4
193502,64549001,IN,146.9
193503,64549001,IN,218.0
193504,64549001,IN,246.4
