num_poste,latitude(°),longitude(°),type
88136001,48.211,6.452,RR
88196009,48.072,6.834,RR
88201003,48.138,6.324,RR
88383001,48.019,6.591,RR
88393003,48.359,5.717,RR
88402002,48.383,6.608,RR
88408002,47.918,6.663,RR
89003001,47.871,3.352,RR
89014001,48.078,3.583,RR
89068001,47.822,3.791,RR
89086001,47.883,3.08,RR
89173001,47.691,3.26,RR
89206001,47.983,3.371,RR
89273001,47.62,3.153,RR
89279002,47.683,3.949,RR
89295001,47.825,3.55,RR
89342001,48.221,3.267,RR
90035001,47.592,6.837,RR
90056002,47.526,7.003,RR
90065003,47.813,6.843,RR
91027002,48.718,2.397,RR
91103001,48.601,2.326,RR
91275001,48.677,2.136,RR
91405002,48.382,2.432,RR
92073001,48.871,2.235,RR
93050001,48.861,2.55,RR
94042001,48.814,2.463,RR
94068001,48.809,2.492,RR
95078001,49.09,2.029,RR
95088001,48.967,2.428,RR
1089001,45.977,5.329,TN
2320001,49.818,3.206,TN
2705001,49.566,4.037,TN
3059001,46.276,3.226,TN
3060001,46.167,3.399,TN
3180001,46.536,3.423,TN
3204001,46.284,3.338,TN
4049001,44.062,5.99,TN
5007001,44.781,6.737,TN
5046001,44.571,6.509,TN
5098001,44.501,6.552,TN
5157001,44.693,6.869,TN
5183001,44.88,6.64,TN
6029001,43.557,6.951,TN
6088001,43.649,7.209,TN
6163007,44.043,7.586,TN
7010001,45.246,4.671,TN
7019005,44.602,4.41,TN
7064001,44.915,4.438,TN
7105001,44.773,3.982,TN
7128001,45.118,4.535,TN
7144001,44.6,4.049,TN
7159001,44.582,4.497,TN
7261001,44.818,4.747,TN
7265001,45.296,4.642,TN
8089003,49.427,4.965,TN
8145001,49.658,5.04,TN
8239001,49.397,4.372,TN
8255001,49.617,5.217,TN
8367002,49.919,4.53,TN
9023002,42.724,1.895,TN
9289001,43.005,1.107,TN
10057001,48.44,3.505,TN
11012001,43.308,2.912,TN
11069001,43.215,2.296,TN
11076001,43.305,1.949,TN
12253001,44.152,2.866,TN
13001009,43.53,5.425,TN
13047001,43.523,4.928,TN
13054001,43.438,5.216,TN
13103001,43.613,5.108,TN
14137001,49.18,-0.456,TN
14239001,49.388,-0.957,TN
14578001,49.365,0.167,TN
15050001,45.173,2.711,TN
15118002,45.003,2.475,TN
16089001,45.665,-0.316,TN
16113001,45.628,0.1,TN
16279001,45.262,0.003,TN
17243002,45.22,-0.292,TN
17300009,46.178,-1.193,TN
17323001,46.047,-1.412,TN
17339002,45.458,-0.41,TN
17415003,45.761,-0.652,TN
18033001,47.059,2.36,TN
18092001,47.052,2.642,TN
18223003,47.201,2.417,TN
18279001,47.22,2.014,TN
19275001,45.559,2.321,TN
20004002,41.918,8.793,TN
20041001,41.375,9.178,TN
20050001,42.53,8.792,TN
20107001,43.004,9.36,TN
20148001,42.541,9.485,TN
21154001,47.849,4.581,TN
21473001,47.268,5.088,TN
21527001,46.953,4.674,TN
21638002,47.545,5.208,TN
22016001,48.855,-3.005,TN
22168001,48.826,-3.473,TN
22266001,48.227,-3.295,TN
22282001,48.645,-2.247,TN
22372001,48.535,-2.852,TN
23030004,45.942,1.726,TN
23067001,45.703,2.264,TN
24037005,44.823,0.524,TN
24138004,45.16,0.677,TN
25021001,47.032,5.782,TN
25056001,47.249,5.989,TN
25462001,46.905,6.34,TN
26168001,44.673,5.711,TN
26198001,44.581,4.733,TN
26295001,45.174,4.903,TN
26307001,45.009,5.293,TN
26330001,45.271,4.93,TN
27112001,48.838,0.908,TN
27306001,48.977,1.182,TN
28064002,48.802,1.493,TN
28070001,48.461,1.501,TN
28195001,48.566,1.621,TN
28198001,48.061,1.376,TN
28322001,48.712,0.959,TN
28363001,48.404,1.903,TN
29022001,48.275,-4.607,TN
29075001,48.45,-4.383,TN
29082001,48.746,-4.012,TN
29120001,48.279,-4.439,TN
29155005,48.473,-5.057,TN
29168001,48.039,-4.732,TN
30076001,44.113,4.519,TN
30189001,43.857,4.406,TN
30269006,44.111,3.872,TN
30305001,44.175,4.153,TN
30339001,44.121,3.582,TN
31042012,42.802,0.6,TN
31069001,43.621,1.379,TN
31157001,43.54,1.373,TN
31403002,43.778,1.321,TN
32013005,43.689,0.601,TN
33063001,44.85,-0.589,TN
33214002,45.001,-1.139,TN
33236002,44.631,-1.252,TN
33281001,44.831,-0.691,TN
33504001,44.544,-0.327,TN
33529001,44.535,-1.132,TN
33550001,44.79,-0.577,TN
34154001,43.576,3.965,TN
34301002,43.397,3.692,TN
35110003,48.327,-1.597,TN
35228001,48.585,-2.076,TN
35281001,48.069,-1.734,TN
36063001,46.87,1.741,TN
37003001,47.394,0.977,TN
37179001,47.445,0.727,TN
38242001,44.922,5.638,TN
38299001,44.784,5.906,TN
38366001,44.796,5.796,TN
38442001,45.363,5.792,TN
38548001,45.079,5.561,TN
39013004,46.896,5.74,TN
39198001,47.064,5.496,TN
40088001,43.69,-1.07,TN
40192001,43.91,-0.5,TN
40272002,43.571,-1.299,TN
40304001,43.67,-1.426,TN
41097001,47.32,1.688,TN
42005001,45.546,4.294,TN
42098001,45.941,4.269,TN
43046001,45.055,3.895,TN
43096001,45.3,3.42,TN
44020001,47.15,-1.609,TN
44110002,47.425,-1.514,TN
45055001,47.991,1.778,TN
45270002,47.808,2.306,TN
46127001,44.745,1.397,TN
47091001,44.172,0.595,TN
49020001,47.479,-0.614,TN
49027001,47.152,-0.938,TN
49281001,47.151,-0.74,TN
49328001,47.252,-0.074,TN
50020001,49.725,-1.94,TN
51262001,48.701,4.618,TN
52123003,48.523,5.114,TN
52145001,47.692,5.46,TN
52197003,47.784,5.615,TN
52269001,47.844,5.338,TN
52332001,48.022,5.587,TN
52448001,48.631,4.904,TN
52469001,48.092,5.046,TN
53097001,48.168,-0.388,TN
53147001,48.311,-0.64,TN
53185001,48.452,-0.183,TN
54040001,48.498,6.896,TN
54405001,48.581,5.96,TN
54526001,48.688,6.222,TN
56009001,47.294,-3.218,TN
56069001,47.652,-3.502,TN
56165003,47.951,-2.398,TN
56185001,47.763,-3.436,TN
57039001,49.07,6.125,TN
57168001,48.767,7.306,TN
58160001,46.998,3.113,TN
59183001,51.056,2.34,TN
59343001,50.57,3.098,TN
60107001,49.361,2.439,TN
60639001,49.447,2.127,TN
61001001,48.446,0.11,TN
62160001,50.733,1.6,TN
62298001,50.226,3.164,TN
62826001,50.515,1.623,TN
63113001,45.787,3.149,TN
63426001,45.545,2.598,TN
64024001,43.469,-1.534,TN
64068001,43.127,-0.273,TN
64189001,43.395,-1.687,TN
64549001,43.385,-0.416,TN
65258001,43.114,0.413,TN
65304001,43.471,0.043,TN
65344001,43.188,0.0,TN
66136001,42.737,2.873,TN
66148001,42.517,3.135,TN
67124001,48.55,7.64,TN
67482001,48.582,7.769,TN
67498001,48.884,7.582,TN
68205001,47.929,7.408,TN
68224006,47.75,7.289,TN
68297001,47.614,7.51,TN
69029001,45.721,4.949,TN
69141001,45.615,4.674,TN
69196001,46.164,4.566,TN
69204002,45.695,4.782,TN
70006001,47.915,6.338,TN
70473001,47.787,6.364,TN
71105001,46.295,4.794,TN
71320001,46.628,4.477,TN
71482001,46.852,4.336,TN
71491001,46.408,4.017,TN
72093001,48.18,0.71,TN
72181001,47.946,0.194,TN
72357001,47.659,0.023,TN
73026001,45.214,6.717,TN
73034002,45.691,6.569,TN
73054001,45.613,6.763,TN
73064001,45.565,5.97,TN
74087001,46.129,6.34,TN
74093001,45.911,6.108,TN
74137001,46.013,6.175,TN
74280001,45.878,6.323,TN
74281001,46.367,6.455,TN
75114001,48.822,2.338,TN
76116001,49.39,1.178,TN
76217001,49.933,1.09,TN
76259001,49.767,0.369,TN
76302002,49.642,0.368,TN
76552001,49.509,0.071,TN
77211001,48.595,3.008,TN
77306001,48.61,2.68,TN
77333003,48.27,2.715,TN
78621001,48.774,2.01,TN
78640001,48.773,2.204,TN
79176001,46.494,-0.064,TN
79191005,46.316,-0.4,TN
79220002,46.231,-0.669,TN
79320002,46.46,-0.46,TN
80001001,50.136,1.834,TN
80182003,50.187,1.521,TN
80379002,49.872,2.383,TN
80606002,49.957,1.77,TN
80682001,49.765,2.698,TN
81081002,43.491,2.14,TN
81124001,43.708,2.704,TN
82121002,44.028,1.377,TN
83031001,43.383,6.386,TN
83061001,43.424,6.738,TN
83069001,43.094,6.146,TN
83069002,43.0,6.227,TN
83137001,43.116,5.901,TN
83145001,43.594,5.963,TN
84003002,43.881,5.414,TN
84087001,44.145,4.861,TN
85113001,46.694,-2.33,TN
85152001,46.621,-1.633,TN
85163001,47.005,-2.257,TN
85216001,46.44,-1.121,TN
86027001,46.594,0.314,TN
86039001,46.276,0.19,TN
87106001,45.681,1.189,TN
87113001,45.878,1.343,TN
88136001,48.211,6.452,TN
88196009,48.072,6.834,TN
89295001,47.825,3.55,TN
89333001,47.488,4.059,TN
89387002,48.168,3.289,TN
90035001,47.592,6.837,TN
91027002,48.718,2.397,TN
91103001,48.601,2.326,TN
91184001,48.422,2.374,TN
94068001,48.809,2.492,TN
95078001,49.09,2.029,TN
95088001,48.967,2.428,TN
1089001,45.977,5.329,TX
2320001,49.818,3.206,TX
3059001,46.276,3.226,TX
3060001,46.167,3.399,TX
3180001,46.536,3.423,TX
3204001,46.284,3.338,TX
4019001,44.391,6.67,TX
4049001,44.062,5.99,TX
5046001,44.571,6.509,TX
5064001,44.81,6.195,TX
5079001,44.972,6.514,TX
5098001,44.501,6.552,TX
5142001,44.782,6.024,TX
5157001,44.693,6.869,TX
5183001,44.88,6.64,TX
6004009,43.599,7.111,TX
6029001,43.557,6.951,TX
6088001,43.649,7.209,TX
6152002,43.623,7.029,TX
7019005,44.602,4.41,TX
7064001,44.915,4.438,TX
7105001,44.773,3.982,TX
7128001,45.118,4.535,TX
7144001,44.6,4.049,TX
7159001,44.582,4.497,TX
7261001,44.818,4.747,TX
7338001,44.9,4.652,TX
8145001,49.658,5.04,TX
8239001,49.397,4.372,TX
8255001,49.617,5.217,TX
9023002,42.724,1.895,TX
9289001,43.005,1.107,TX
10057001,48.44,3.505,TX
11012001,43.308,2.912,TX
11069001,43.215,2.296,TX
11076001,43.305,1.949,TX
12154003,43.892,2.836,TX
12253001,44.152,2.866,TX
13001009,43.53,5.425,TX
13047001,43.523,4.928,TX
13054001,43.438,5.216,TX
13099001,43.708,5.765,TX
13103001,43.613,5.108,TX
14137001,49.18,-0.456,TX
14578001,49.365,0.167,TX
15050001,45.173,2.711,TX
16089001,45.665,-0.316,TX
16113001,45.628,0.1,TX
16279001,45.262,0.003,TX
17300009,46.178,-1.193,TX
17323001,46.047,-1.412,TX
17339002,45.458,-0.41,TX
17415003,45.761,-0.652,TX
18033001,47.059,2.36,TX
18092001,47.052,2.642,TX
18223003,47.201,2.417,TX
19034001,44.984,1.988,TX
19272001,45.243,1.74,TX
19275001,45.559,2.321,TX
20004002,41.918,8.793,TX
20004003,41.908,8.618,TX
20041001,41.375,9.178,TX
20050001,42.53,8.792,TX
20148001,42.541,9.485,TX
21154001,47.849,4.581,TX
21473001,47.268,5.088,TX
22016001,48.855,-3.005,TX
22147006,48.188,-2.421,TX
22168001,48.826,-3.473,TX
22266001,48.227,-3.295,TX
22282001,48.645,-2.247,TX
22372001,48.535,-2.852,TX
23067001,45.703,2.264,TX
24037005,44.823,0.524,TX
25021001,47.032,5.782,TX
25056001,47.249,5.989,TX
25127001,47.219,6.815,TX
25170001,47.489,6.791,TX
25219002,47.127,6.366,TX
25512001,47.162,6.738,TX
26116002,44.429,4.725,TX
26168001,44.673,5.711,TX
26198001,44.581,4.733,TX
26295001,45.174,4.903,TX
26307001,45.009,5.293,TX
26330001,45.271,4.93,TX
27112001,48.838,0.908,TX
27306001,48.977,1.182,TX
28070001,48.461,1.501,TX
28195001,48.566,1.621,TX
28198001,48.061,1.376,TX
28322001,48.712,0.959,TX
28363001,48.404,1.903,TX
29022001,48.275,-4.607,TX
29075001,48.45,-4.383,TX
29082001,48.746,-4.012,TX
29120001,48.279,-4.439,TX
29155005,48.473,-5.057,TX
29168001,48.039,-4.732,TX
30076001,44.113,4.519,TX
30189001,43.857,4.406,TX
30243001,44.092,4.08,TX
30269006,44.111,3.872,TX
30305001,44.175,4.153,TX
30339001,44.121,3.582,TX
31042012,42.802,0.6,TX
31069001,43.621,1.379,TX
31157001,43.54,1.373,TX
31403002,43.778,1.321,TX
32013005,43.689,0.601,TX
33063001,44.85,-0.589,TX
33236002,44.631,-1.252,TX
33281001,44.831,-0.691,TX
33529001,44.535,-1.132,TX
33550001,44.79,-0.577,TX
34154001,43.576,3.965,TX
34301002,43.397,3.692,TX
35110003,48.327,-1.597,TX
35228001,48.585,-2.076,TX
35281001,48.069,-1.734,TX
36063001,46.87,1.741,TX
36208001,46.488,2.067,TX
37003001,47.394,0.977,TX
37179001,47.445,0.727,TX
38040001,45.071,6.168,TX
38242001,44.922,5.638,TX
38299001,44.784,5.906,TX
38366001,44.796,5.796,TX
38442001,45.363,5.792,TX
38538002,45.217,5.849,TX
38548001,45.079,5.561,TX
39159002,46.868,5.572,TX
40088001,43.69,-1.07,TX
40192001,43.91,-0.5,TX
40272002,43.571,-1.299,TX
40304001,43.67,-1.426,TX
41097001,47.32,1.688,TX
42005001,45.546,4.294,TX
42059001,45.642,4.396,TX
42152001,46.097,4.191,TX
42299001,45.625,4.079,TX
43046001,45.055,3.895,TX
44020001,47.15,-1.609,TX
44103001,47.314,-2.155,TX
44110002,47.425,-1.514,TX
45055001,47.991,1.778,TX
45069001,48.025,2.26,TX
45270002,47.808,2.306,TX
45340002,47.694,2.366,TX
46127001,44.745,1.397,TX
47091001,44.172,0.595,TX
49020001,47.479,-0.614,TX
49027001,47.152,-0.938,TX
49281001,47.151,-0.74,TX
49328001,47.252,-0.074,TX
50020001,49.725,-1.94,TX
50277001,48.862,-1.573,TX
51545001,48.734,4.208,TX
52145001,47.692,5.46,TX
52197003,47.784,5.615,TX
52269001,47.844,5.338,TX
52448001,48.631,4.904,TX
52469001,48.092,5.046,TX
53097001,48.168,-0.388,TX
53147001,48.311,-0.64,TX
53185001,48.452,-0.183,TX
54040001,48.498,6.896,TX
54405001,48.581,5.96,TX
54526001,48.688,6.222,TX
55179001,48.75,5.404,TX
56009001,47.294,-3.218,TX
56069001,47.652,-3.502,TX
56165003,47.951,-2.398,TX
56185001,47.763,-3.436,TX
57039001,49.07,6.125,TX
57168001,48.767,7.306,TX
58062001,47.07,3.934,TX
58160001,46.998,3.113,TX
59183001,51.056,2.34,TX
59343001,50.57,3.098,TX
60107001,49.361,2.439,TX
60382001,49.432,2.804,TX
60639001,49.447,2.127,TX
61001001,48.446,0.11,TX
62160001,50.733,1.6,TX
62298001,50.226,3.164,TX
62826001,50.515,1.623,TX
63003004,45.517,3.743,TX
63113001,45.787,3.149,TX
63223001,46.105,2.91,TX
63426001,45.545,2.598,TX
64024001,43.469,-1.534,TX
64189001,43.395,-1.687,TX
64320003,42.984,-0.429,TX
64549001,43.385,-0.416,TX
65344001,43.188,0.0,TX
66136001,42.737,2.873,TX
66148001,42.517,3.135,TX
67124001,48.55,7.64,TX
67482001,48.582,7.769,TX
67498001,48.884,7.582,TX
68066001,48.063,7.33,TX
68205001,47.929,7.408,TX
68224006,47.75,7.289,TX
68297001,47.614,7.51,TX
69029001,45.721,4.949,TX
69141001,45.615,4.674,TX
69196001,46.164,4.566,TX
69204002,45.695,4.782,TX
69264001,45.987,4.738,TX
70006001,47.915,6.338,TX
70104001,47.423,5.843,TX
70165001,47.709,5.892,TX
70473001,47.787,6.364,TX
71105001,46.295,4.794,TX
71320001,46.628,4.477,TX
71491001,46.408,4.017,TX
72093001,48.18,0.71,TX
72181001,47.946,0.194,TX
72357001,47.659,0.023,TX
73026001,45.214,6.717,TX
73034002,45.691,6.569,TX
73054001,45.613,6.763,TX
73064001,45.565,5.97,TX
73146001,45.715,6.108,TX
73197001,45.544,6.757,TX
73290002,45.275,6.815,TX
73306005,45.173,6.433,TX
74024001,46.08,6.431,TX
74087001,46.129,6.34,TX
74093001,45.911,6.108,TX
74280001,45.878,6.323,TX
74281001,46.367,6.455,TX
75114001,48.822,2.338,TX
76116001,49.39,1.178,TX
76217001,49.933,1.09,TX
76259001,49.767,0.369,TX
76552001,49.509,0.071,TX
77186002,48.406,2.679,TX
77211001,48.595,3.008,TX
77306001,48.61,2.68,TX
77333003,48.27,2.715,TX
78621001,48.774,2.01,TX
78640001,48.773,2.204,TX
79176001,46.494,-0.064,TX
79191005,46.316,-0.4,TX
79220002,46.231,-0.669,TX
80001001,50.136,1.834,TX
80379002,49.872,2.383,TX
81081002,43.491,2.14,TX
81124001,43.708,2.704,TX
82121002,44.028,1.377,TX
82180001,43.932,1.068,TX
83031001,43.383,6.386,TX
83050007,43.526,6.453,TX
83061001,43.424,6.738,TX
83069001,43.094,6.146,TX
83145001,43.594,5.963,TX
84003002,43.881,5.414,TX
84007002,43.917,4.877,TX
84007005,43.911,4.903,TX
84025001,43.884,5.165,TX
84087001,44.145,4.861,TX
85051001,46.693,-1.048,TX
85113001,46.694,-2.33,TX
85216001,46.44,-1.121,TX
86027001,46.594,0.314,TX
86289001,46.243,0.67,TX
87103002,46.005,1.181,TX
87106001,45.681,1.189,TX
87113001,45.878,1.343,TX
88136001,48.211,6.452,TX
89295001,47.825,3.55,TX
89333001,47.488,4.059,TX
89387002,48.168,3.289,TX
90035001,47.592,6.837,TX
91027002,48.718,2.397,TX
91103001,48.601,2.326,TX
91184001,48.422,2.374,TX
94068001,48.809,2.492,TX
95078001,49.09,2.029,TX
95088001,48.967,2.428,TX
