COMMUNE,NUM_POSTE,ALTI,NOM_USUEL,LAT_DG,NUM_DEP,LON_DG,ficheClimComplete,ficheClimReduite
LE RUSSEY,25512001,891,LE RUSSEY,47.162167,25,6.7375,0,1
SANCEY,25529002,490,SANCEY-LE-GRAND,47.3015,25,6.581667,1,1
ALBON,26002003,153,ALBON,45.252333,26,4.822333,1,1
BEAUFORT-SUR-GERVANNE,26035001,379,BEAUFORT-S-GERV,44.778,26,5.139,0,1
BELLEGARDE-EN-DIOIS,26047001,1017,BELLEGARDE-EN-D,44.535167,26,5.454333,0,1
BESIGNAN,26050001,556,BESIGNAN,44.3205,26,5.317,1,1
BOURDEAUX,26056001,432,BOURDEAUX,44.580167,26,5.142833,0,1
BUIS-LES-BARONNIES,26063002,390,BUIS -BARONNIES,44.277833,26,5.270667,0,1
CHABEUIL,26064001,163,VALENCE-CHABEUI,44.914833,26,4.971833,1,1
LA CHAPELLE-EN-VERCORS,26074001,879,CHAPELLE-EN-VERCORS_SAPC,44.9615,26,5.422167,0,1
DIE,26113003,384,DIE,44.767667,26,5.3435,1,1
DONZERE,26116002,66,DONZERE,44.429167,26,4.725333,1,1
ETOILE-SUR-RHONE,26124001,145,ETOILE,44.819,26,4.8895,1,1
GLANDAGE,26142001,1007,GLANDAGE_SAPC,44.674667,26,5.615167,0,1
LIVRON-SUR-DROME,26165001,98,LIVRON,44.794167,26,4.830667,0,1
LUS-LA-CROIX-HAUTE,26168001,1059,LUS L CROIX HTE,44.672833,26,5.710833,0,1
MARSANNE,26176001,280,MARSANNE,44.643333,26,4.871667,0,1
MARSAZ,26177001,213,MARSAZ,45.113167,26,4.938667,0,1
MERCUROL-VEAUNES,26179001,153,MERCUROL,45.0585,26,4.8835,1,1
MIRABEL-AUX-BARONNIES,26182001,238,MIRABEL-AUX-BAR,44.328667,26,5.100833,0,0
RIOMS,26189001,689,MONTAUBAN-S-OUV,44.276,26,5.478333,0,0
MONTBOUCHER-SUR-JABRON,26191001,136,MONTBOUCHER-S-J,44.545,26,4.824167,0,1
MONTELIMAR,26198001,73,MONTELIMAR,44.581167,26,4.733,1,1
NYONS,26220010,316,NYONS P182,44.359167,26,5.1155,0,1
PIERRELATTE,26235001,51,PIERRELATTE,44.351833,26,4.715833,0,1
PUY-SAINT-MARTIN,26258001,211,PUY-ST-MARTIN,44.618167,26,4.976833,0,1
CORNILLAC,26264002,475,REMUZAT,44.431667,26,5.367,0,1
ROCHEFORT-SAMSON,26273002,368,ROCHEFORT-SAMSON_SAPC,44.990667,26,5.165167,0,1
ROMANS-SUR-ISERE,26281001,156,ROMANS_SAPC,45.050167,26,4.998667,0,1
SAINT-AGNAN-EN-VERCORS,26290002,1400,COL DE ROUSSET_SAPC,44.841667,26,5.421667,0,0
SAINT-AUBAN-SUR-L'OUVEZE,26292002,625,ST-AUBAN,44.294833,26,5.409833,1,1
SAINT-BARTHELEMY-DE-VALS,26295001,203,ST-BARTHELEMY-V_SAPC,45.173833,26,4.9025,0,1
SAINT-CHRISTOPHE-ET-LE-LARIS,26298001,452,ST-CHRISTOPHE-L_SAPC,45.229333,26,5.071833,0,1
SAINT-JEAN-EN-ROYANS,26307001,308,ST-JEAN-EN-ROYA,45.009167,26,5.2925,0,1
SAINT-MARCEL-LES-VALENCE,26313001,190,ST-MARCEL-LES-V-INRA,44.980167,26,4.931333,0,0
SAINT-NAZAIRE-LE-DESERT,26321003,607,ST-NAZAIRE-LE-D,44.5545,26,5.284833,1,1
SAINT-ROMAN,26327001,545,ST ROMAN-DIOIS,44.693833,26,5.428333,1,1
SAINT-SORLIN-EN-VALLOIRE,26330001,237,ST-SORLIN-EN-VA,45.271167,26,4.930333,0,1
SEDERON,26340001,804,SEDERON,44.202333,26,5.538833,0,1
TAULIGNAN,26348001,257,TAULIGNAN,44.430167,26,4.989833,0,1
VALDROME,26361001,786,VALDROME,44.505333,26,5.576667,0,1
VINSOBRES,26377003,346,VINSOBRES,44.337333,26,5.060167,0,1
GERVANS,26380002,157,GERVANS,45.1125,26,4.828833,0,1
LES ANDELYS,27016001,16,LES ANDELYS,49.244667,27,1.412833,0,0
BERNAY,27056003,166,BERNAY,49.101333,27,0.559833,0,1
LES BOTTEREAUX,27096001,212,LES BOTTEREAUX,48.8775,27,0.687,0,1
BOULLEVILLE,27100001,122,BOULLEVILLE,49.361,27,0.392833,0,1
BRETEUIL,27112001,168,BRETEUIL,48.8375,27,0.907667,0,1
BRIONNE,27116001,59,BRIONNE,49.1905,27,0.713667,0,1
ETREPAGNY,27226001,92,ETREPAGNY,49.307167,27,1.619333,0,1
GUICHAINVILLE,27306001,147,GUICHAINVILLE,48.977,27,1.181667,0,1
HUEST,27347001,138,EVREUX-HUEST,49.025,27,1.221667,1,1
LIEUREY,27367001,163,LIEUREY,49.233,27,0.524667,0,1
LOUVIERS,27375001,25,LOUVIERS,49.204167,27,1.187167,0,1
MUIDS,27422001,31,MUIDS,49.224167,27,1.2805,0,1
PISEUX,27457001,176,PISEUX,48.773,27,0.9775,0,1
BLANDAINVILLE,28041001,163,BLANDAINVILLE,48.3035,28,1.270667,0,1
BONNEVAL,28051002,134,BONNEVAL,48.205167,28,1.417333,0,0
BU,28064002,132,BU_SAPC,48.8015,28,1.493167,0,1
CHAMPHOL,28070001,155,CHARTRES,48.4605,28,1.501167,1,1
CHAPELLE-GUILLAUME,28078001,197,CHAPELLE-GUILLAUME_SAPC,48.112,28,0.905833,0,1
GUILLONVILLE,28190001,132,GUILLONVILLE_CA28,48.091333,28,1.666167,0,1
GUILLONVILLE,28190002,133,GUILLONVILLE,48.092833,28,1.6675,0,0
HOUX,28195001,107,HOUX,48.566167,28,1.620833,0,1
ILLIERS-COMBRAY,28196003,170,ILLIERS-COMBRAY_SAPC,48.2835,28,1.253167,0,0
JALLANS,28198001,126,CHATEAUDUN,48.061333,28,1.376333,1,1
LAONS,28206001,171,LAONS,48.706833,28,1.173167,1,1
LA LOUPE,28214003,200,LA LOUPE_SAPC,48.481,28,1.013333,0,1
LOUVILLE-LA-CHENARD,28215001,145,LOUVILLE,48.329333,28,1.816833,1,1
MARVILLE-MOUTIERS-BRULE,28239002,153,MARVILLE_SAPC,48.652667,28,1.371833,0,1
MIERMAIGNE,28252002,267,MIERMAIGNE,48.253,28,0.99,0,1
NOGENT-LE-ROTROU,28280001,108,NOGENT-LE-ROTROU,48.318667,28,0.797833,0,0
PRE-SAINT-EVROULT,28305001,129,PRE-ST-EVROULT,48.181333,28,1.4675,1,1
RUEIL-LA-GADELIERE,28322001,157,RUEIL,48.712167,28,0.959333,0,1
SAINVILLE,28363001,149,SAINVILLE,48.403833,28,1.903167,0,1
SENONCHES,28373002,239,SENONCHES,48.558,28,1.012167,0,1
SOURS,28380003,147,SOURS_SAPC,48.406333,28,1.555167,0,1
THIMERT-GATELLES,28386001,225,THIMERT,48.544167,28,1.302833,0,1
EOLE-EN-BEAUCE,28406001,138,VIABON,48.196167,28,1.679833,1,1
EOLE-EN-BEAUCE,28406002,140,EOLE_VIABON,48.213667,28,1.675167,0,0
VICHERES,28407001,235,VICHERES,48.257833,28,0.910167,0,1
BRENNILIS,29018001,220,BRENNILIS,48.352667,29,-3.869,0,1
PLOUNEOUR-BRIGNOGAN-PLAGES,29021001,9,BRIGNOGAN,48.6765,29,-4.331,0,0
CAMARET-SUR-MER,29022001,44,CAMARET,48.274833,29,-4.607167,0,0
CARHAIX-PLOUGUER,29024003,150,CARHAIX,48.277,29,-3.525667,0,1
CORAY,29041002,242,CORAY CHAT EAU,48.066,29,-3.8255,0,1
FOUESNANT,29058003,8,BEG_MEIL,47.8545,29,-3.976167,0,0
GUIPAVAS,29075001,92,BREST-GUIPAVAS,48.453833,29,-4.391167,1,1
ILE-DE-BATZ,29082001,32,BATZ,48.746333,29,-4.011833,0,0
LANMEUR,29113001,57,LANMEUR,48.6625,29,-3.692667,0,0
LANVEOC,29120001,81,LANVEOC,48.279333,29,-4.439333,1,1
OUESSANT,29155005,64,OUESSANT-STIFF,48.473333,29,-5.057,1,1
PENMARCH,29158001,3,PTE DE PENMARCH,47.7975,29,-4.374833,0,0
PLEYBER-CHRIST,29163003,147,PLEYBER-CHRIST SA,48.5,29,-3.8535,1,1
PLOGOFF,29168001,67,PTE DU RAZ,48.038833,29,-4.732,0,0
PLOMELIN,29170001,33,PLOMELIN-INRA,47.946,29,-4.128,0,1
PLOUDALMEZEAU,29178001,40,PLOUDALMEZEAU,48.548,29,-4.664167,0,1
PLOUDANIEL,29179001,76,PLOUDANIEL-INRA,48.503833,29,-4.327667,0,1
PLOUGONVELIN,29190001,22,PLOUGONVELIN,48.33,29,-4.771667,0,0
PLOVAN,29214001,10,PLOVAN,47.915833,29,-4.3775,0,0
PLUGUFFAN,29216001,82,QUIMPER,47.973,29,-4.160667,1,1
PONT-L'ABBE,29220002,17,PONT-L'ABBE,47.875667,29,-4.2195,0,1
SAINT-GOAZEC,29249002,260,SAINT-GOAZEC,48.144667,29,-3.730833,0,0
SAINT-SEGAL,29263002,89,ST-SEGAL S A,48.225833,29,-4.09,1,1
SAINT-SERVAIS,29264001,109,LANDIVISIAU,48.532,29,-4.151833,1,1
SIBIRIL,29276001,58,SIBIRIL S A,48.660333,29,-4.0775,0,0
SIZUN,29277001,157,SIZUN,48.391333,29,-4.0205,0,1
TREGUNC,29293001,25,TREGUNC,47.841333,29,-3.868833,1,1
AIGUES-MORTES,30003001,1,AIGUES-MORTES,43.537167,30,4.207,1,1
ALZON,30009001,611,ALZON,43.979,30,3.444,0,1
BROUZET-LES-ALES,30055001,603,BROUZET LES ALES,44.131167,30,4.284833,0,1
CARDET,30068001,109,CARDET,44.021,30,4.079667,0,1
CAVILLARGUES,30076001,131,CAVILLARGUES,44.113,30,4.518667,0,1
CODOLET,30081002,30,CHUSCLAN,44.134833,30,4.708333,0,1
COLOGNAC,30087002,589,COLOGNAC,44.021833,30,3.825,0,1
DEAUX,30101001,185,DEAUX,44.071833,30,4.143667,0,1
GALLARGUES-LE-MONTUEUX,30123001,17,GALLARGUES LE MONTUEUX,43.714833,30,4.171667,0,1
GENERARGUES,30129001,139,GENERARGUES,44.073333,30,3.977667,0,1
GENOLHAC,30130001,519,GENOLHAC,44.342833,30,3.9615,0,1
LA GRAND-COMBE,30132004,499,LA GRAND COMBE,44.243,30,4.010167,1,1
LE GRAU-DU-ROI,30133005,1,L'ESPIGUETTE,43.487833,30,4.1405,0,0
MEJANNES-LE-CLAP,30164001,313,MEJANNES-LE-CLAP,44.216333,30,4.331,1,1
MONTCLUS,30175001,120,MONTCLUS,44.268,30,4.430333,0,1
MONTDARDIER,30176002,640,MONTDARDIER,43.947,30,3.58,0,1
NIMES,30189001,59,NIMES-COURBESSAC,43.856833,30,4.406333,1,1
PONT-SAINT-ESPRIT,30202002,79,PONT ST ESPRIT,44.248333,30,4.627333,0,1
PUJAUT,30209002,44,PUJAUT,43.9985,30,4.759667,1,1
LA ROUVIERE,30224001,79,LA ROUVIERE,43.931833,30,4.2405,0,1
SAINT-CHRISTOL-LEZ-ALES,30243001,129,ST CHRISTOL-LES-ALES,44.092167,30,4.080333,0,1
SAINT-GILLES,30258001,94,NIMES-GARONS,43.772833,30,4.412833,1,1
SAINT-HIPPOLYTE-DU-FORT,30263001,237,ST HIPPOLYTE,43.9615,30,3.835167,0,0
SAINT-JEAN-DU-GARD,30269006,196,ST JEAN DU GARD,44.1105,30,3.872,0,1
SAINT-MARTIAL,30283001,483,ST MARTIAL,44.035833,30,3.7345,0,1
SAINT-SAUVEUR-CAMPRIEU,30297001,1107,ST SAUVEUR CAMPRIEU,44.119333,30,3.4745,0,1
SALINDRES,30305001,191,SALINDRES,44.1745,30,4.1525,0,1
UZES,30334003,72,UZES,43.9925,30,4.401833,0,1
VAL-D'AIGOUAL,30339001,1567,MONT AIGOUAL,44.121333,30,3.5815,1,1
VIC-LE-FESQ,30349001,45,VIC LE FESQ,43.870833,30,4.072167,0,1
LE VIGAN,30350001,222,LE VIGAN,43.99,30,3.6115,0,1
VILLEVIEILLE,30352002,41,VILLEVIEILLE,43.795167,30,4.090833,0,1
ARBAS,31011001,405,ARBAS,42.9965,31,0.908833,0,0
AUZEVILLE-TOLOSANE,31035001,150,AUZEVILLE-TOLOSANE-INRA,43.528833,31,1.503667,0,0
AVIGNONET-LAURAGAIS,31037002,193,AVIGNONET-LAURAGAIS,43.343167,31,1.805667,0,0
BAGNERES-DE-LUCHON,31042012,618,LUCHON,42.8015,31,0.600167,0,1
BLAGNAC,31069001,151,TOULOUSE-BLAGNAC,43.621,31,1.378833,1,1
BLAJAN,31070004,325,BLAJAN,43.2565,31,0.643833,0,0
CASTILLON-DE-LARBOUST,31123400,2417,MAUPAS-NIVOSE,42.7145,31,0.5495,0,0
CLARAC,31147001,401,CLARAC,43.106,31,0.617333,1,1
PORTET-SUR-GARONNE,31157001,164,TOULOUSE-FRANCAZAL,43.540333,31,1.372667,1,1
LHERM,31299001,189,MURET-LHERM,43.4515,31,1.262,0,1
MONTESQUIEU-LAURAGAIS,31374001,190,MONTESQUIEU-LAURAGAIS,43.417333,31,1.6365,0,0
ONDES,31403002,109,ONDES,43.778333,31,1.321333,0,0
PALAMINY,31406002,243,PALAMINY,43.2,31,1.05,1,1
REVEL,31451001,338,REVEL,43.4375,31,2.018667,0,1
RIEUMES,31454001,261,RIEUMES,43.415167,31,1.113,0,0
SAINT-FELIX-LAURAGAIS,31478001,330,ST-FELIX-LAURAGAIS,43.441667,31,1.881167,1,1
SEGREVILLE,31540001,212,SEGREVILLE,43.491833,31,1.7425,0,1
VILLARIES,31579001,135,VILLARIES,43.743667,31,1.481667,0,0
AUCH,32013005,122,AUCH,43.689,32,0.601167,1,1
BEAUCAIRE,32035001,120,BEAUCAIRE,43.8425,32,0.372833,0,1
CONDOM,32107006,173,CONDOM,43.974333,32,0.336,0,1
FLEURANCE,32132001,108,FLEURANCE,43.874167,32,0.672833,0,0
GIMONT,32147001,177,GIMONT,43.627667,32,0.884167,0,0
LE HOUGA,32155001,141,LE HOUGA,43.745833,32,-0.1775,1,1
L'ISLE-JOURDAIN,32160001,162,ISLE-JOURDAIN,43.607667,32,1.087833,0,1
LAHAS,32182001,251,LAHAS,43.5475,32,0.887833,0,1
LANNEPAX,32190001,175,LANNEPAX,43.792167,32,0.208167,0,0
LUPIAC,32219001,245,LUPIAC,43.683667,32,0.1825,0,1
MAUMUSSON-LAGUIAN,32245001,164,MAUMUSSON,43.604667,32,-0.096667,0,1
MAUROUX,32248001,201,MAUROUX,43.906833,32,0.824833,0,1
MIRANDE,32256001,184,MIRANDE,43.530167,32,0.400833,0,1
PEYRUSSE-GRANDE,32315001,254,PEYRUSSE-GRANDE,43.616667,32,0.222,0,1
SADEILLAN,32355001,263,SADEILLAN,43.399333,32,0.348667,0,1
SAINTE-ANNE,32357001,132,STE-ANNE,43.752,32,0.961,0,1
SARRAGACHIES,32414001,110,SARRAGACHIES,43.673167,32,-0.050833,0,0
BELIN-BELIET,33042001,36,BELIN-BELIET,44.4935,33,-0.791,0,1
BELIN-BELIET,33042005,45,BELIN BELIET,44.448,33,-0.882,0,1
BORDEAUX,33063001,10,BORDEAUX-PAULIN,44.849667,33,-0.588667,0,0
CADAUJAC,33080001,20,CADAUJAC-INRA,44.752833,33,-0.559333,1,1
CAPTIEUX,33095001,96,CAPTIEUX,44.295167,33,-0.2605,0,0
CAZATS,33116001,114,CAZATS,44.463167,33,-0.186167,0,1
CESTAS,33122003,60,PIERROTON-INRA,44.738333,33,-0.776667,0,0
GRIGNOLS,33195001,146,GRIGNOLS,44.385667,33,-0.040333,0,0
LACANAU,33214002,16,LACANAU,45.001333,33,-1.138667,0,0
LEGE-CAP-FERRET,33236002,8,CAP-FERRET,44.630667,33,-1.252,0,0
LESPARRE-MEDOC,33240001,7,LESPARRE MEDOC,45.311667,33,-0.926667,0,1
MERIGNAC,33281001,47,BORDEAUX-MERIGNAC,44.830667,33,-0.691333,1,1
PAUILLAC,33314005,26,PAUILLAC,45.214333,33,-0.782833,1,1
SAINT-EMILION,33394002,38,ST EMILION,44.917667,33,-0.188,1,1
SAINT-GERVAIS,33415001,42,ST GERVAIS,45.027167,33,-0.472667,0,1
SAINT-SAVIN,33473001,55,ST-SAVIN,45.135167,33,-0.4355,0,1
SAINT-SULPICE-DE-POMMIERS,33482001,82,ST SULPICE DE POMMIERS,44.683833,33,-0.12,0,1
SAINT-SYMPHORIEN,33484001,54,ST-SYMPHORIEN,44.426833,33,-0.489167,0,0
SALAUNES,33494001,50,SALAUNES,44.935833,33,-0.828667,0,1
SAUTERNES,33504001,65,SAUTERNES,44.544333,33,-0.326833,1,1
TALENCE,33522001,15,TALENCE,44.809167,33,-0.590167,0,1
LA TESTE-DE-BUCH,33529001,23,CAZAUX,44.534667,33,-1.132,0,1
VENDAYS-MONTALIVET,33540001,6,VENDAYS-MONTALIVE,45.378667,33,-1.119167,0,1
VENSAC,33541001,6,VENSAC DAVID,45.395,33,-1.038333,0,1
VILLENAVE-D'ORNON,33550001,25,VILLENAVE D'ORNON-INRA,44.79,33,-0.576667,1,1
LES AIRES,34008001,190,LES AIRES,43.584167,34,3.108333,0,1
LA TOUR-SUR-ORB,34028003,373,BEDARIEUX,43.639833,34,3.146,0,1
BERLOU,34030002,191,BERLOU,43.490833,34,2.963,0,1
BEZIERS,34032002,25,BEZIERS-COURTADE,43.334333,34,3.155,0,1
CAMBON-ET-SALVERGUES,34046005,955,CAMBON-ET-SALVERGUES,43.622333,34,2.865333,0,1
CASTANET-LE-HAUT,34055003,424,CASTANET LE HAUT_SAPC,43.6675,34,2.976167,0,1
LE CAYLAR,34064003,729,LE CAYLAR_SAPC,43.867167,34,3.3085,0,1
LESPIGNAN,34135001,23,LESPIGNAN,43.274,34,3.165,0,1
OLMET-ET-VILLECUN,34142001,182,LODEVE,43.720333,34,3.302667,0,1
LUNAS,34144001,249,LUNAS,43.695833,34,3.170667,0,0
SETE,34150001,1,MARSEILLAN-INRA,43.328333,34,3.565333,0,1
MARSILLARGUES,34151005,4,MARSILLARGUES,43.633833,34,4.168,0,1
MAUGUIO,34154001,1,MONTPELLIER-AEROPORT,43.576167,34,3.964667,1,1
MONTARNAUD,34163001,148,MONTARNAUD,43.635833,34,3.688167,0,0
MOULES-ET-BAUCELS,34174002,252,MOULES-ET-BAUCELS,43.948,34,3.752,0,0
MURVIEL-LES-BEZIERS,34178001,140,MURVIEL LES BEZIERS,43.476,34,3.146,0,1
LES PLANS,34205001,846,LES PLANS,43.786,34,3.246167,0,1
PORTIRAGNES,34209002,15,BEZIERS-VIAS,43.322,34,3.352667,1,1
PRADES-LE-LEZ,34217001,69,PRADES LE LEZ,43.718333,34,3.866667,0,1
ROUJAN,34237001,73,ROUJAN-INRA,43.491667,34,3.321333,1,1
SAINT-ANDRE-DE-SANGONIS,34239002,86,ST ANDRE DE SANGONIS,43.664167,34,3.507833,1,1
SAINT-JEAN-DE-MINERVOIS,34269001,258,ST JEAN DE MINERVOIS,43.385667,34,2.857667,0,1
SAINT-MARTIN-DE-LONDRES,34274001,214,ST MARTIN DE LONDRES,43.7795,34,3.729333,0,1
SAINT-MAURICE-NAVACELLES,34277001,584,ST MAURICE-NAVACELLE,43.841333,34,3.522333,0,0
SETE,34301002,75,SETE,43.397333,34,3.692167,0,1
SIRAN,34302001,137,SIRAN,43.3265,34,2.675167,0,0
SOUMONT,34306001,252,SOUMONT,43.707,34,3.3475,0,1
TOURBES,34311001,40,PEZENAS-TOURBES,43.437667,34,3.400333,1,1
LA VACQUERIE-ET-SAINT-MARTIN-DE-CASTRIES,34317001,620,LA VACQUERIE_SAPC,43.792,34,3.457833,0,1
VAILHAN,34319001,122,VAILHAN,43.546833,34,3.299333,0,0
ENTRE-VIGNES,34330001,56,VERARGUES,43.721333,34,4.096667,0,1
VILLENEUVE-LES-MAGUELONE,34337001,20,VILLENEUVE-LES-MAG-INRA,43.538167,34,3.853833,0,1
ARBRISSEL,35005001,75,ARBRISSEL,47.927333,35,-1.297333,1,1
BLERUAIS,35026001,84,BLERUAIS,48.1115,35,-2.124167,0,0
BROUALAN,35044001,99,BROUALAN,48.485667,35,-1.640833,0,0
LA CHAPELLE-BOUEXIC,35057003,42,LA-CHAPELLE-BOUEXIC,47.9215,35,-1.940833,0,0
FEINS,35110003,87,FEINS  SA,48.326833,35,-1.596833,1,1
FOUGERES,35115001,74,FOUGERES,48.337167,35,-1.212667,0,1
LOUVIGNE-DU-DESERT,35162003,153,LOUVIGNE-DU-DESERT,48.479333,35,-1.129833,1,1
MEZIERES-SUR-COUESNON,35178001,71,MEZIERES-SUR-C.,48.308833,35,-1.439,0,0
LA NOE-BLANCHE,35202001,89,LA-NOE-BLANCHE,47.780167,35,-1.765,0,1
PLERGUER,35224001,30,PLERGUER,48.524833,35,-1.843667,0,0
PLESDER,35225001,56,PLESDER,48.406833,35,-1.924833,0,0
PLEURTUIT,35228001,65,DINARD,48.584833,35,-2.076333,1,1
RENNES,35238003,66,RENNES GALLET,48.126167,35,-1.6435,0,0
LE RHEU,35240001,38,LE RHEU-INRA,48.1125,35,-1.781167,0,1
SAINT-JACQUES-DE-LA-LANDE,35281001,36,RENNES-ST JACQUES,48.068833,35,-1.734,1,1
SAINTE-MARIE,35294001,47,SAINTE MARIE,47.691333,35,-2.0045,0,0
THOURIE,35335001,67,THOURIE,47.845167,35,-1.4505,0,0
VAL-D'IZE,35347001,106,VAL-D-IZE,48.167667,35,-1.302167,0,0
AIGURANDE,36001001,427,AIGURANDE,46.436167,36,1.8225,0,0
LE BLANC,36018001,117,LE BLANC,46.637167,36,1.073167,0,1
LE BLANC,36018004,108,BLANC-ARCI,46.625,36,1.088333,0,1
CHABRIS,36034002,91,CHABRIS,47.238,36,1.7065,0,0
CHAILLAC,36035001,180,CHAILLAC,46.436667,36,1.291667,0,1
CHAILLAC,36035002,126,CHAILLAC_SAPC,46.456667,36,1.302167,0,0
CHATEAUROUX,36044001,161,CHATEAUROUX,46.786667,36,1.695,0,1
COINGS,36063001,158,CHATEAUROUX  DEOLS,46.869833,36,1.741,1,1
EGUZON-CHANTOME,36070001,272,EGUZON,46.436333,36,1.581,0,1
ISSOUDUN,36088005,140,ISSOUDUN_SAPC,46.96,36,2.0285,0,0
JEU-LES-BOIS,36089003,185,JEU-LES-BOIS-AUTO,46.661667,36,1.798333,1,1
LEVROUX,36093002,169,LEVROUX - TREG.,46.948667,36,1.663,0,1
LUCAY-LE-MALE,36103001,119,LUCAY-LE-MALE,47.1305,36,1.441833,0,0
LYE,36107001,130,LYE,47.228333,36,1.5,0,1
MARTIZAY,36113001,80,MARTIZAY,46.804667,36,1.040167,0,1
MONTGIVRAY,36127002,204,MONTGIVRAY,46.610167,36,1.974,0,0
MURS,36136001,148,MURS,46.925,36,1.168333,0,1
NEUILLAY-LES-BOIS,36139001,121,NEUILLAY,46.792,36,1.445667,0,0
NEUVY-SAINT-SEPULCHRE,36141001,211,NEUVY-ST-SEP.,46.598333,36,1.7985,0,0
ORVILLE,36147001,144,ORVILLE,47.135833,36,1.7485,0,0
PELLEVOISIN,36155001,161,PELLEVOISIN,46.974833,36,1.406167,0,1
POULAINES,36162001,109,POULAINES,47.182833,36,1.615167,0,1
PRUNIERS,36169001,164,PRUNIERS,46.7885,36,2.045,0,0
ROSNAY,36173002,109,ROSNAY,46.703,36,1.249833,0,1
SAINT-CHRISTOPHE-EN-BOUCHERIE,36186001,265,ST-CHRISTOPHE,46.679333,36,2.1245,0,1
SAINT-GAULTIER,36192001,96,ST-GAULTIER,46.6365,36,1.43,0,0
SAINTE-SEVERE-SUR-INDRE,36208001,302,STE-SEVERE,46.488333,36,2.066667,0,1
TENDU,36219001,155,TENDU_SAPC,46.6615,36,1.588333,0,0
AMBOISE,37003001,119,AMBOISE,47.393833,37,0.976833,0,0
AMBOISE,37003004,116,AMBOISE - LYCEE,47.394167,37,0.977,0,1
BEAUMONT-VILLAGE,37023002,126,BEAUMONT_SAPC,47.177167,37,1.211667,0,0
CHANNAY-SUR-LATHAN,37055002,87,CHANNAY/LATHAN,47.4795,37,0.255333,0,1
CHEILLE,37067003,60,CHEILLE,47.260833,37,0.403833,0,1
CHINON,37072002,76,CHINON - VITI,47.184333,37,0.233833,0,1
COURCOUE,37087001,115,COURCOUE,47.0095,37,0.396333,0,1
FERRIERE-LARCON,37107001,116,FERRIERE-LARCON,46.9875,37,0.875,0,1
FONDETTES,37109001,93,FONDETTES,47.425333,37,0.604167,0,1
LE GRAND-PRESSIGNY,37113001,58,LE GRAND-PRES.,46.921167,37,0.796333,0,0
L'ILE-BOUCHARD,37119001,39,L'ILE-BOUCHARD,47.114167,37,0.425167,0,0
JOUE-LES-TOURS,37122001,93,JOUE-LES-TOURS OB,47.325333,37,0.661,0,0
LIGNIERES-DE-TOURAINE,37128002,32,LIGNIERES-DE-T.,47.293,37,0.402833,0,1
LIGRE,37129002,67,LIGRE,47.112333,37,0.273,0,1
LIMERAY,37131002,113,LIMERAY,47.461167,37,1.011833,0,1
NEUVY-LE-ROI,37170001,103,NEUVY-LE-ROI,47.608,37,0.596,0,0
PARCAY-MESLAY,37179001,108,TOURS,47.4445,37,0.727333,1,1
PERRUSSON,37183001,110,PERRUSSON,47.110333,37,1.023833,0,1
REIGNAC-SUR-INDRE,37192001,90,REIGNAC,47.219333,37,0.899,0,1
SAINT-CHRISTOPHE-SUR-LE-NAIS,37213003,107,ST-CHRISTOPHE-SUR-NAIS,47.6155,37,0.464333,0,1
SAINT-EPAIN,37216002,112,ST-EPAIN,47.157167,37,0.604833,0,1
SAINT-EPAIN,37216003,112,SAINT EPAIN,47.157167,37,0.604833,0,0
SAINT-LAURENT-EN-GATINES,37224001,155,ST-LAURENT-EN-G,47.571333,37,0.7765,0,1
SAINT-NICOLAS-DE-BOURGUEIL,37228001,44,ST-NICOLAS-DE-BOURGUEIL,47.29,37,0.107833,0,1
SAUNAY,37240001,109,SAUNAY,47.590333,37,0.931333,0,1
SAVIGNE-SUR-LATHAN,37241001,88,SAVIGNE/LATHAN,47.4415,37,0.319667,0,0
SAVIGNY-EN-VERON,37242002,33,SAVIGNY - VERON,47.227,37,0.149333,0,1
SUBLAINES,37253001,111,SUBLAINES,47.265,37,0.993167,0,1
ALLEMOND,38005402,2240,AIGLETON-NIVOSE,45.231,38,6.038167,0,0
AUTRANS-MEAUDRE EN VERCORS,38021001,1069,AUTRANS,45.182,38,5.552167,0,0
BEAUREPAIRE,38034001,288,BEAUREPAIRE,45.350333,38,5.0365,0,0
BESSE,38040001,1520,BESSE,45.071167,38,6.168,0,1
BIZONNES,38046002,568,COL DE ROSSATIERE,45.4555,38,5.401,0,0
BOURGOIN-JALLIEU,38053003,358,BOURGOIN,45.608,38,5.309333,1,1
CHATTE,38095001,272,CHATTE_SAPC,45.140167,38,5.306,0,1
CHICHILIANNE,38103001,1010,CHICHILIANNE,44.812,38,5.571,0,1
CHICHILIANNE,38103002,984,CHICHILIANNE_SAPC,44.810333,38,5.580333,0,0
COUBLEVIE,38133001,300,COUBLEVIE,45.355333,38,5.596333,0,1
ENGINS,38153001,877,ENGINS,45.176167,38,5.617167,0,0
FAVERGES-DE-LA-TOUR,38162001,367,FAVERGES,45.594667,38,5.528833,0,0
GRENOBLE,38185012,213,GRENOBLE-CEA-RADOME,45.2115,38,5.682833,0,0
GRESSE-EN-VERCORS,38186001,1220,GRESSE,44.899833,38,5.565667,0,0
LE GUA,38187400,1646,LE GUA-NIVOSE,45.015,38,5.588667,0,0
HUEZ,38191002,1860,ALPE-D'HUEZ,45.087833,38,6.085667,0,1
LAVALDENS,38207001,1070,LAVALDENS,44.990667,38,5.883333,0,1
