COMMUNE,NUM_POSTE,ALTI,NOM_USUEL,LAT_DG,NUM_DEP,LON_DG,ficheClimComplete,ficheClimReduite
SALLES-CURAN,12253001,959,SALLES CURAN,44.151833,12,2.866167,0,1
SALLES-LA-SOURCE,12254001,578,RODEZ-AVEYRON,44.410333,12,2.4825,1,1
SEGUR,12266002,879,SEGUR,44.2895,12,2.820333,0,0
VILLECOMTAL,12298001,318,VILLECOMTAL,44.530667,12,2.572,0,0
VILLEFRANCHE-DE-ROUERGUE,12300004,330,VILLEFRANCHE-DE-ROUERGUE,44.371833,12,2.023667,1,1
AIX-EN-PROVENCE,13001009,173,AIX EN PROVENCE,43.5295,13,5.4245,1,1
ARLES,13004003,1,ARLES,43.51,13,4.693833,1,1
AUBAGNE,13005003,130,AUBAGNE,43.307333,13,5.601167,0,1
MARSEILLE 9E ARRONDISSEMENT,13022003,212,CASSIS,43.222167,13,5.503167,0,1
LA CIOTAT,13028001,316,BEC DE L AIGLE,43.174667,13,5.574167,0,0
CUGES-LES-PINS,13030001,184,CUGES-LES-PINS,43.274,13,5.700167,0,0
LA DESTROUSSE,13031002,201,LA DESTROUSSE_SAPC,43.386667,13,5.601,0,1
EYRAGUES,13036003,17,EYRAGUES,43.847167,13,4.834833,0,1
ISTRES,13047001,23,ISTRES,43.522667,13,4.9275,1,1
MARIGNANE,13054001,9,MARIGNANE,43.437667,13,5.216,1,1
MARSEILLE 1ER ARRONDISSEMENT,13055001,75,MARSEILLE-OBS,43.3035,13,5.39,0,0
MARSEILLE 11E ARRONDISSEMENT,13055029,192,MARSEILLE,43.310667,13,5.479167,0,0
MARTIGUES,13056002,27,CAP COURONNE,43.331667,13,5.053333,0,1
MIMET,13062002,416,MIMET,43.4185,13,5.499667,0,1
PEYROLLES-EN-PROVENCE,13074003,217,PEYROLLES EN PROVENCE,43.656667,13,5.607,0,1
SAINT-CANNAT,13091002,249,ST CANNAT,43.6045,13,5.317667,0,0
SAINT-CHAMAS,13092001,10,ST CHAMAS,43.5495,13,5.0395,0,0
SALON-DE-PROVENCE,13103001,58,SALON DE PROVENCE,43.612833,13,5.108,1,1
TARASCON,13108004,15,TARASCON,43.829833,13,4.640167,0,1
TRETS,13110003,264,TRETS,43.445333,13,5.698667,0,1
VAUVENARGUES,13111002,565,VAUVENARGUES,43.551,13,5.68,0,1
ARGENCES,14020002,53,ARGENCES,49.140333,14,-0.155,0,1
BAYEUX,14047002,60,BAYEUX,49.274833,14,-0.712333,0,0
BERNIERES-SUR-MER,14066001,2,BERNIERES,49.334,14,-0.430667,1,1
BREMOY,14096001,240,BREMOY,48.991167,14,-0.780833,0,0
CARPIQUET,14137001,67,CAEN-CARPIQUET,49.18,14,-0.456167,1,1
DAMBLAINVILLE,14216001,155,DAMBLAINVILLE,48.928,14,-0.148667,1,1
DOZULE,14229001,29,DOZULE,49.231667,14,-0.0475,0,0
ENGLESQUEVILLE-LA-PERCEE,14239001,38,ENGLESQUEVILLE,49.3875,14,-0.956667,0,0
FRESNEY-LE-VIEUX,14291002,175,FRESNEY LE VIEU,49.011667,14,-0.379333,0,1
NOUES DE SIENNE,14296001,336,LEGAST_SAPC,48.794667,14,-1.037167,0,1
TERRES DE DRUANCE,14357002,223,LASSY_SAPC,48.9265,14,-0.6925,0,1
LISIEUX,14366002,62,LISIEUX_SAPC,49.165,14,0.227,0,1
CAUMONT-SUR-AURE,14372001,194,LIVRY,49.099167,14,-0.7665,0,1
MEZIDON VALLEE D'AUGE,14431002,35,MEZIDON-CANON,49.0885,14,-0.077333,0,1
MONTIGNY,14446001,151,MONTIGNY,49.045833,14,-0.530167,0,0
PIERREFITTE-EN-CINGLAIS,14501002,185,PIERREFITTE CIN_SAPC,48.891,14,-0.385833,0,1
PORT-EN-BESSIN-HUPPAIN,14515001,68,PORT EN BESSIN,49.349167,14,-0.772667,0,0
SAINT-GATIEN-DES-BOIS,14578001,139,ST GATIEN DES B,49.3645,14,0.167,0,1
SEULLINE,14579002,185,SAINT GEORGES D,49.0345,14,-0.686,0,1
SAINT-PIERRE-EN-AUGE,14624001,52,L OUDON LIEURY_SAPC,48.9895,14,-0.009167,0,1
LIVAROT-PAYS-D'AUGE,14634001,140,SAINT MICHEL DE,49.006833,14,0.1295,0,0
SAINT-SYLVAIN,14659001,62,ST SYLVAIN_SAPC,49.06,14,-0.234333,0,1
SALLENELLES,14665001,7,SALLENELLES,49.264167,14,-0.234667,0,1
BALLEROY-SUR-DROME,14727001,105,VAUBADON,49.21,14,-0.835333,0,1
VIRE NORMANDIE,14762004,100,VIRE HIPPODROME,48.850833,14,-0.899,1,1
ALLANCHE,15001003,1010,ALLANCHE,45.232,15,2.937667,0,0
AURILLAC,15014001,707,AURILLAC - VILL,44.935833,15,2.438333,0,1
AURILLAC,15014004,632,AURILLAC,44.8915,15,2.419167,1,1
ALBEPIERRE-BREDONS,15025001,1405,PRAT DE BOUC,45.0525,15,2.792,0,0
LE CLAUX,15050001,1033,LE CLAUX,45.1725,15,2.7105,0,1
COLTINES,15053001,979,COLTINES,45.074667,15,2.990667,1,1
DEUX-VERGES,15060001,1098,DEUX-VERG,44.8005,15,3.013833,0,1
DEUX-VERGES,15060002,1080,DEUX-VERGES,44.8015,15,3.012667,0,1
VAL D'ARCOMIE,15068001,905,FAVEROLLES,44.9435,15,3.149,0,0
LABROUSSE,15085001,800,LABROUSSE,44.855333,15,2.540667,0,0
LAVEISSIERE,15101004,1236,LE LIORAN_SAPC,45.080833,15,2.747667,0,1
MARCENAT,15114002,1075,MARCENAT,45.302667,15,2.833,1,1
MARMANHAC,15118002,644,MARMANHAC,45.002833,15,2.4745,0,1
MASSIAC,15119001,533,MASSIAC,45.263333,15,3.197833,0,1
MAURIAC,15120005,674,MAURIAC,45.222167,15,2.293167,1,1
MAURS,15122002,480,MAURS,44.734167,15,2.166,1,1
MURAT,15138001,904,MURAT,45.1095,15,2.862167,0,0
RIOM-ES-MONTAGNES,15162003,837,RIOM-MONTAGNES,45.280167,15,2.664667,0,1
SAIGNES,15169001,533,SAIGNES,45.334167,15,2.4915,0,1
SAINT-CONSTANT-FOURNOULES,15181001,260,ST CONSTANT,44.684833,15,2.23,0,1
SAINT-FLOUR,15187006,909,ST FLOUR,45.024333,15,3.067333,0,1
SAINT-ILLIDE,15191001,635,ST ILLIDE,45.064,15,2.303833,0,0
SAINT-MAMET-LA-SALVETAT,15196001,740,ST MAMET,44.858833,15,2.310667,0,0
SAINT-PONCY,15207002,805,ST- PONCY_SAPC,45.178333,15,3.174167,0,1
SENEZERGUES,15226001,530,SENEZERGUES,44.704,15,2.428167,0,1
TALIZAT,15231001,975,TALIZAT,45.113833,15,3.037333,0,1
LES TERNES,15235002,1007,LES TERNES,44.992833,15,3.001833,0,0
VALUEJOLS,15248001,1074,VALUEJOLS,45.053167,15,2.935833,0,1
VIC-SUR-CERE,15258004,657,VIC SUR CERE,44.965833,15,2.612167,0,0
BARBEZIEUX-SAINT-HILAIRE,16028001,72,BARBEZIEUX,45.481,16,-0.148667,0,0
CHAMPNIERS,16078001,124,ANGOULEME - BRIE - CHAMPNIERS,45.728,16,0.220667,1,1
CHATEAUBERNARD,16089001,30,COGNAC,45.665,16,-0.315833,1,1
LA COURONNE,16113001,58,LA COURONNE,45.627833,16,0.099833,1,1
CHERVES-RICHEMONT,16193001,51,LOUZAC ST ANDRE,45.735833,16,-0.381833,0,0
MONTEMBOEUF,16225001,247,MONTEMBOEUF,45.787167,16,0.543,1,1
PASSIRAC,16256001,114,PASSIRAC,45.334,16,-0.078667,0,1
RIOUX-MARTIN,16279001,81,RIOUX MARTIN,45.262,16,0.003333,1,1
SAULGOND,16363001,228,SAULGOND_SAPC,45.956333,16,0.781667,0,1
SEGONZAC,16366001,62,SEGONZAC_SAPC,45.6145,16,-0.2235,0,1
TUSSON,16390001,88,TUSSON,45.949,16,0.062167,1,1
LE VIEUX-CERIER,16403001,162,LE VIEUX CERIER_SAPC,45.9675,16,0.442,0,1
ILE-D'AIX,17004001,10,ILE-D AIX,46.019167,17,-1.1565,0,1
BORDS,17053001,6,BORDS,45.898833,17,-0.800833,0,1
LE CHATEAU-D'OLERON,17093002,3,CHATEAU D'OLERON,45.862167,17,-1.204333,0,1
CLION,17111001,35,CLION,45.476833,17,-0.510333,0,0
MARANS,17218001,2,MARANS,46.316333,17,-1.012167,0,1
MATHA,17224001,38,MATHA,45.858667,17,-0.319667,0,1
MIRAMBEAU,17236001,55,MIRAMBEAU,45.371833,17,-0.574167,0,1
MONTLIEU-LA-GARDE,17243002,89,MONTLIEU_SAPC,45.220167,17,-0.291833,0,1
MORTAGNE-SUR-GIRONDE,17248001,37,MORTAGNE-SUR-GIRONDE_SAPC,45.477667,17,-0.789833,0,0
NUAILLE-SUR-BOUTONNE,17268002,36,NUAILLE SUR BOUTONNE,46.019833,17,-0.406667,1,1
LA ROCHELLE,17300009,20,LA ROCHELLE-ILE DE RE,46.178,17,-1.193167,1,1
MEDIS,17306004,12,ROYAN-MEDIS,45.633,17,-0.974667,1,1
SAINT-AGNANT,17308001,18,ST AGNANT,45.888,17,-0.984667,0,1
SAINT-CLEMENT-DES-BALEINES,17318001,10,SAINT-CLEMENT DES BALEINES,46.243,17,-1.561667,0,0
SAINT-DENIS-D'OLERON,17323001,11,CHASSIRON,46.046833,17,-1.411667,1,1
SAINT-GERMAIN-DE-LUSIGNAN,17339002,71,ST GERMAIN DE LUSIGNAN,45.458333,17,-0.409667,1,1
SAINT-LAURENT-DE-LA-PREE,17353001,3,ST-LAURENT PREE-INRA,45.988333,17,-1.027,0,1
SAINTES,17415003,38,SAINTES,45.761167,17,-0.652,1,1
VILLIERS-COUTURE,17477001,106,VILLIERS_SAPC,45.9875,17,-0.152,0,1
LES AIX-D'ANGILLON,18003003,195,LES AIX-D'ANG.,47.209667,18,2.552333,0,0
AUBIGNY-SUR-NERE,18015003,176,AUBIGNY-SUR-NERE,47.4995,18,2.427333,0,1
BOURGES,18033001,161,BOURGES,47.059167,18,2.359833,1,1
BRINAY,18036001,131,BRINAY,47.166667,18,2.081,0,0
BRINON-SUR-SAULDRE,18037001,133,BRINON,47.5645,18,2.262333,0,0
LA CHAPELLE-D'ANGILLON,18047001,190,CHAPELLE-D'ANG_SAPC,47.373833,18,2.426667,0,1
CHATEAUMEILLANT,18057003,243,CHATEAUMEILLANT,46.564,18,2.2175,0,1
DUN-SUR-AURON,18087001,160,DUN,46.878333,18,2.566167,0,1
EPINEUIL-LE-FLEURIEL,18089001,228,EPINEUIL,46.563333,18,2.519833,0,0
ETRECHY,18090001,194,ETRECHY,47.147167,18,2.698667,0,1
FARGES-EN-SEPTAINE,18092001,175,AVORD,47.052167,18,2.642167,1,1
GRACAY,18103001,108,GRACAY,47.139333,18,1.844667,0,1
HENRICHEMONT,18109002,377,HENRICHEMONT,47.285833,18,2.579167,0,0
LERE,18125004,139,LERE,47.457833,18,2.893167,0,1
LIGNIERES,18127001,191,LIGNIERES,46.753333,18,2.1985,0,1
NANCAY,18159001,142,NANCAY,47.393167,18,2.201,0,1
NEUVY-SUR-BARANGEON,18165001,154,NEUVY-SUR-BAR.,47.323,18,2.243833,0,1
ORVAL,18172001,165,ORVAL,46.721667,18,2.483167,0,1
ORVAL,18172003,165,ORVAL RAD,46.731,18,2.467333,1,1
OUROUER-LES-BOURDELINS,18175001,253,OUROUER-LES-B.,46.919833,18,2.8185,0,1
OUROUER-LES-BOURDELINS,18175003,221,OUROUER,46.925333,18,2.803333,0,1
PREVERANGES,18187004,462,PREVERANGES,46.425333,18,2.2365,0,1
QUINCY,18190001,124,QUINCY,47.129833,18,2.152333,0,1
SAINT-FLORENT-SUR-CHER,18207003,146,ST-FLORENT/CHER,46.989333,18,2.248667,0,0
SAINT-MARTIN-D'AUXIGNY,18223003,172,ST-MARTIN-D'A.,47.200667,18,2.416833,0,0
SAINT-PIERRE-LES-ETIEUX,18231001,174,ST-PIERRE,46.729,18,2.631667,0,0
SANCOINS,18242001,203,SANCOINS,46.831333,18,2.9265,0,1
VAILLY-SUR-SAULDRE,18269001,197,VAILLY,47.456833,18,2.641667,0,1
VIERZON,18279001,98,VIERZON - VEVES,47.2195,18,2.014167,0,1
ARGENTAT-SUR-DORDOGNE,19010001,190,ARGENTAT,45.101333,19,1.9375,1,1
BAR,19016001,269,BAR,45.3445,19,1.823833,0,0
BRIVE-LA-GAILLARDE,19031008,115,BRIVE,45.146667,19,1.473333,1,1
BUGEAT,19033001,694,BUGEAT,45.602667,19,1.930333,0,0
CAMPS-SAINT-MATHURIN-LEOBAZEL,19034001,519,CAMPS,44.983667,19,1.988333,0,1
EGLETONS,19073006,610,EGLETONS,45.398833,19,2.059167,0,1
LUBERSAC,19121002,390,LUBERSAC,45.410333,19,1.411167,0,1
MARCILLAC-LA-CROISILLE,19125001,598,MARCILLAC,45.2835,19,2.039833,0,1
MEYMAC,19136002,670,MEYMAC,45.534333,19,2.154333,0,0
MILLEVACHES,19139001,915,MILLEVACHES,45.642667,19,2.0955,0,0
NESPOULS,19147001,295,BRIVE-SOUILLAC,45.036333,19,1.491667,1,1
NEUVIC,19148001,615,NEUVIC,45.379167,19,2.2815,0,1
PEYRELEVADE,19164001,827,PEYRELEVADE,45.701,19,2.058667,0,1
SAINT-EXUPERY-LES-ROCHES,19201001,740,USSEL-THALAMY,45.537333,19,2.42,0,0
SAINT-PRIVAT,19237001,585,ST-PRIVAT,45.139,19,2.096,0,1
SOURSAC,19264001,528,SOURSAC,45.249,19,2.212833,0,0
TULLE,19272001,235,TULLE,45.2425,19,1.740333,0,1
USSEL,19275001,654,USSEL-LAMARTINE,45.558833,19,2.321333,0,1
UZERCHE,19276006,422,UZERCHE,45.396333,19,1.568167,1,1
VOUTEZAC,19288004,124,VOUTEZAC,45.279833,19,1.416,0,1
AJACCIO,20004002,5,AJACCIO,41.918,20,8.792667,1,1
AJACCIO,20004003,124,AJACCIO-PARATA,41.908333,20,8.618167,0,1
AJACCIO,20004014,86,AJACCIO-MILELLI_SAPC,41.9385,20,8.720833,0,1
ALBERTACCE,20007402,1981,SPONDE-NIVOSE,42.3245,20,8.882667,0,0
ASCO,20023005,1400,ASCO_SAPC,42.403833,20,8.922667,0,0
BARBAGGIO,20029003,572,BARBAGGIO_SAPC,42.679833,20,9.389333,0,0
BASTIA,20033015,26,BASTIA_SAPC,42.704333,20,9.444833,0,0
BOCOGNANO,20040001,660,BOCOGNANO-GARE,42.080167,20,9.0525,0,0
BOCOGNANO,20040004,1019,BOCOGNANO,42.104167,20,9.103333,1,1
BONIFACIO,20041001,107,CAP PERTUSATO,41.374833,20,9.178333,0,1
CAGNANO,20046002,278,CAGNANO,42.886667,20,9.4395,0,0
CALACUCCIA,20047006,811,CALACUCCIA,42.3315,20,9.0215,0,0
CALVI,20050001,57,CALVI,42.5295,20,8.7915,1,1
CAMPILE,20054002,499,CAMPILE_SAPC,42.494667,20,9.353,0,0
CASTIRLA,20083001,376,CASTIRLA,42.380167,20,9.134167,0,0
CONCA,20092001,253,CONCA,41.717,20,9.3485,1,1
CORBARA,20093002,142,ILE ROUSSE,42.633167,20,8.922667,1,1
CORTE,20096008,350,CORTE,42.2885,20,9.193167,1,1
ERSA,20107001,72,CAP CORSE,43.003833,20,9.3595,0,0
EVISA,20108002,1030,EVISA-ONF,42.263333,20,8.838667,0,1
FIGARI,20114002,20,FIGARI,41.505167,20,9.103667,1,1
GIUNCAGGIO,20126001,685,GIUNCAGGIO_SAPC,42.2165,20,9.369333,0,0
ISOLACCIO-DI-FIUMORBO,20135002,198,ISOLACCIO DI FIUMORBO,41.992333,20,9.305,0,0
LEVIE,20142001,571,LEVIE,41.7035,20,9.125833,0,0
LUCCIANA,20148001,10,BASTIA,42.540667,20,9.485167,1,1
MARIGNANA,20154001,515,MARIGNANA,42.188833,20,8.655333,1,1
MOCA-CROCE,20160001,951,MOCA-CROCE,41.761667,20,9.0165,0,0
MOROSAGLIA,20169007,240,PONTE-LECCIA,42.472667,20,9.199833,0,0
OLETTA,20185003,75,OLETTA,42.632333,20,9.3205,1,1
OLMI-CAPPELLA,20190002,844,OLMI-CAPPELLA,42.5295,20,9.0165,0,0
PERI,20209003,433,PERI_SAPC,42.003167,20,8.905667,0,0
PETRETO-BICCHISANO,20211001,450,PETRETO BICCHISANO,41.785167,20,8.979167,0,0
PIETRALBA,20223001,510,PIETRALBA,42.541,20,9.172,0,0
PILA-CANALE,20232002,407,PILA-CANALE,41.8145,20,8.903667,1,1
PORTO-VECCHIO,20247001,57,LA CHIAPPA,41.594833,20,9.363167,0,1
PROPRIANO,20249003,34,PROPRIANO,41.678167,20,8.915,0,0
QUENZA,20254006,932,QUENZA,41.777667,20,9.142833,1,1
RENNO,20258001,755,RENNO,42.190167,20,8.807167,1,1
RUSIO,20264001,863,RUSIO,42.367167,20,9.266167,0,1
RUSIO,20264002,860,RUSIO_SAPC,42.364167,20,9.2645,0,0
SAMPOLO,20268001,837,SAMPOLO,41.943,20,9.123,1,1
SARI-D'ORCINO,20270001,407,SARI D'ORCINO,42.0785,20,8.802333,0,0
SARTENE,20272001,272,SARTENE-CIMETIERE,41.620167,20,8.962167,0,0
SARTENE,20272004,62,SARTENE,41.652333,20,8.979333,1,1
SCATA,20273001,185,SCATA,42.429333,20,9.412167,0,0
SISCO,20281001,111,CAP SAGRO,42.798333,20,9.488667,0,1
SAN-GIULIANO,20303002,65,ALISTRO,42.259667,20,9.5415,0,0
SANTA-MARIA-SICHE,20312001,541,SANTA MARIA SICHE,41.879167,20,8.989167,0,0
SANTO-PIETRO-DI-TENDA,20314006,484,SANTO PIETRO DI TENDA,42.635833,20,9.200667,0,0
TOLLA,20326001,698,TOLLA_SAPC,41.9635,20,8.959167,0,0
VENACO,20341400,2360,MANICCIA-NIVOSE,42.21,20,9.05,0,0
VENTISERI,20342001,12,SOLENZARA,41.921833,20,9.400833,1,1
VIVARIO,20354008,773,VIVARIO_SAPC,42.152667,20,9.149167,0,0
BEIRE-LE-CHATEL,21056001,250,BEIRE LE CHATEL,47.413833,21,5.208333,0,0
BESSEY-EN-CHAUME,21065001,593,BESSEY,47.086,21,4.743167,0,1
BURE-LES-TEMPLIERS,21116002,461,BURE LES TEMPLIERS_SAPC,47.7195,21,4.948167,0,1
PAGNY-LE-CHATEAU,21131001,182,PAGNY-LE-CHATEAU,47.043167,21,5.190667,1,1
CHATILLON-SUR-SEINE,21154001,262,CHATILLON/SEINE,47.849333,21,4.581333,1,1
DIJON,21231001,241,DIJON,47.320667,21,5.019333,0,0
DIJON,21231007,270,DIJON TOISON,47.358333,21,5.043333,0,1
GROSBOIS-EN-MONTAGNE,21310001,376,GROSBOIS-EN-MONTAGNE,47.319333,21,4.596333,0,0
JOURS-LES-BAIGNEUX,21326001,392,JOURS LES BAIGNEUX_SAPC,47.636,21,4.596333,0,0
MARIGNY-LE-CAHOUET,21386001,335,MARIGNY LE CAHOUET,47.4475,21,4.4335,0,0
MARSANNAY-LA-COTE,21390001,280,MARSANNAY LA COTE,47.266667,21,4.986833,0,1
MASSINGY-LES-VITTEAUX,21395001,509,MASSINGY-LES-VITTEAUX_SAPC,47.388667,21,4.586333,0,0
MONTBARD,21425001,209,MONTBARD_SAPC,47.6285,21,4.3305,0,1
NICEY,21454001,209,NICEY,47.860333,21,4.315333,0,0
OUGES,21473001,219,DIJON-LONGVIC,47.267833,21,5.088333,1,1
POUILLY-EN-AUXOIS,21501003,412,POUILLY EN AUX_SAPC,47.251333,21,4.561,0,1
POUILLY-SUR-VINGEANNE,21503001,239,POUILLY SUR VINGEANNE,47.542667,21,5.417667,0,0
RECEY-SUR-OURCE,21519001,326,RECEY SUR OURCE,47.782167,21,4.864167,0,0
LA ROCHEPOT,21527001,417,LA ROCHEPOT,46.9525,21,4.674,0,1
SAINT-MARTIN-DU-MONT,21561003,578,ST-MARTIN-DU-M,47.4005,21,4.781167,0,1
SAINT-NICOLAS-LES-CITEAUX,21564001,203,ST NIC. CITEAUX,47.122167,21,5.072167,0,1
SAINT-PRIX-LES-ARNAY,21567001,396,ARNAY_SAPC,47.124833,21,4.498667,0,1
SAULIEU,21584001,586,SAULIEU,47.264167,21,4.215,0,0
SAVIGNY-LES-BEAUNE,21590001,246,SAVIGNY LES BEA,47.056333,21,4.836667,0,1
SEMUR-EN-AUXOIS,21603001,314,SEMUR EN AUXOIS_SAPC,47.482,21,4.34,0,1
THOREY-SOUS-CHARNY,21633002,421,THOREY SOUS CHARNY_SAPC,47.319167,21,4.4395,0,0
TIL-CHATEL,21638002,283,TIL-CHATEL_SAPC,47.544833,21,5.2075,0,0
BELLE-ISLE-EN-TERRE,22005003,158,BELLE-ISLE-EN-TERRE,48.55,22,-3.3875,0,0
ILE-DE-BREHAT,22016001,25,ILE-DE-BREHAT,48.855167,22,-3.0045,0,1
CAULNES,22032002,75,CAULNES-EDF,48.298333,22,-2.142167,0,0
CAUREL,22033001,150,CAUREL-EDF,48.207667,22,-3.051333,0,0
LE MENE,22046003,201,COLLINEE-EDF,48.294833,22,-2.499333,0,0
DUAULT,22052002,181,DUAULT,48.37,22,-3.454167,0,1
KERPERT,22092001,281,KERPERT,48.404,22,-3.147667,1,1
LANLEFF,22108001,78,LANLEFF,48.691167,22,-3.0405,0,1
LANNION,22113006,85,LANNION_AERO,48.755333,22,-3.468667,1,1
LANRELAS,22114003,112,LANRELAS-EDF,48.248833,22,-2.2915,0,0
LOUDEAC,22136001,130,LOUDEAC,48.165167,22,-2.765,0,1
MAEL-PESTIVIEN,22138003,257,MAEL-PESTIVIEN-EDF,48.418667,22,-3.303167,0,0
MERDRIGNAC,22147006,145,MERDRIGNAC,48.188,22,-2.4205,0,1
PERROS-GUIREC,22168001,55,PLOUMANAC'H,48.825833,22,-3.473167,0,1
PLOEUC-L'HERMITAGE,22203002,196,PLOEUC-SUR-LIE,48.335,22,-2.770333,0,1
PLOUGUENAST-LANGAST,22219003,235,PLOUGUENAST,48.265833,22,-2.748333,0,0
PLUSQUELLEC,22243001,214,PLUSQUELLEC,48.404167,22,-3.522333,0,0
LA ROCHE-JAUDY,22247002,55,POMMERIT-JAUDY,48.742,22,-3.251,1,1
QUINTENIC,22261002,71,QUINTENIC,48.519167,22,-2.42,1,1
LE QUIOU,22263001,20,LE QUIOU,48.3445,22,-2.0085,0,1
ROSTRENEN,22266001,236,ROSTRENEN,48.226667,22,-3.295333,0,1
SAINT-CAST-LE-GUILDO,22282001,35,SAINT-CAST-LE-G,48.6445,22,-2.247,0,0
SAINT-GILLES-PLIGEAUX,22294003,266,ST-GILLES-PLIGEAUX-EDF,48.384333,22,-3.091333,0,0
TREMUSON,22372001,135,ST BRIEUC,48.534667,22,-2.852,1,1
AUBUSSON,23008004,486,AUBUSSON_SAPC,45.957833,23,2.187833,0,1
AUZANCES,23013001,564,AUZANCES_SAPC,46.0215,23,2.489333,0,1
BENEVENT-L'ABBAYE,23021001,460,BENEVENT_SAPC,46.121,23,1.6285,0,1
BONNAT,23025001,382,BONNAT,46.315333,23,1.916333,0,1
BOURGANEUF,23030004,513,BOURGANEUF,45.942333,23,1.725833,1,1
BOUSSAC,23031002,380,BOUSSAC_SAPC,46.343333,23,2.228333,0,1
CHAMBONCHARD,23046001,320,CHAMBONCHARD,46.176,23,2.553,0,0
LA COURTINE,23067001,772,LA COURTINE,45.702667,23,2.263667,0,1
CROCQ,23069002,710,CROCQ,45.867167,23,2.362167,0,0
DUN-LE-PALESTEL,23075001,365,DUN LE PALESTEL,46.317833,23,1.666833,0,1
FELLETIN,23079002,635,FELLETIN,45.880167,23,2.186,1,1
GENOUILLAC,23089001,306,GENOUILLAC,46.352333,23,1.985,1,1
GENTIOUX-PIGEROLLES,23090003,794,GENTIOUX,45.785,23,1.997333,0,0
LUPERSAT,23113001,610,LUPERSAT_SAPC,45.9865,23,2.393167,0,1
NEOUX,23142001,585,NEOUX,45.915667,23,2.260667,0,1
PONTARION,23155001,455,PONTARION_SAPC,45.995667,23,1.852833,0,1
LA SOUTERRAINE,23176001,370,LA SOUTERRAINE,46.2425,23,1.451833,1,1
SAINT-LAURENT,23206002,365,GUERET-ST LAURENT,46.1755,23,1.950333,0,0
SAINT-LOUP,23209001,440,SAINT-LOUP_SAPC,46.140667,23,2.2645,0,0
SAINT-PARDOUX-ET-VIELVIC,24035003,238,BELVES,44.782667,24,0.956,1,1
BERGERAC,24037005,49,BERGERAC,44.822833,24,0.524167,1,1
BRANTOME EN PERIGORD,24064001,129,BRANTOME,45.356833,24,0.645833,0,0
LA COQUILLE,24133002,324,LA COQUILLE,45.5445,24,0.982167,0,1
COULOUNIEIX-CHAMIERS,24138004,217,COULOUNIEIX,45.1595,24,0.676667,0,1
DOMME,24152001,165,DOMME,44.798333,24,1.219667,0,0
LES EYZIES,24172001,73,LES EYZIES DE TAYAC,44.935167,24,1.0195,0,0
LAMOTHE-MONTRAVEL,24226001,9,LAMOTHE MONTRAV,44.837333,24,0.041167,0,0
MONPAZIER,24280001,199,MONPAZIER,44.684,24,0.891667,0,0
MONTIGNAC-LASCAUX,24291001,77,MONTIGNAC,45.052167,24,1.147333,0,0
PORT-SAINTE-FOY-ET-PONCHAPT,24335001,28,PORT STE FOY,44.85,24,0.185667,0,1
SAINT AULAYE-PUYMANGOU,24376001,64,ST AULAYE,45.197833,24,0.155333,0,1
SAINT-MARTIAL-VIVEYROL,24452001,166,ST MARTIAL VIVEYROLS,45.357833,24,0.319333,0,1
SAINT-MARTIN-DE-FRESSENGEAS,24453001,277,ST MARTIN  DE FRESSENGEAS,45.4755,24,0.848333,0,1
SAINT-MARTIN-DE-RIBERAC,24455001,142,ST MARTIN RIB.,45.234,24,0.372,0,1
SALIGNAC-EYVIGUES,24516002,276,SALIGNAC-EYVIGUES,44.936667,24,1.364667,0,1
TERRASSON-LAVILLEDIEU,24547002,90,TERRASSON-LAVILLEDIEU,45.1355,24,1.2925,0,0
THENON,24550003,265,THENON,45.112667,24,1.0385,1,1
ADAM-LES-VERCEL,25007001,665,ADAM-LES-VERCEL,47.169667,25,6.394667,0,1
ARC-ET-SENANS,25021001,235,ARC-ET-SENANS,47.0315,25,5.782,0,1
BAUME-LES-DAMES,25047001,267,BAUME-LES-DAMES,47.347167,25,6.350333,0,0
BESANCON,25056001,307,BESANCON,47.249,25,5.988833,1,1
BRANNE,25087002,287,BRANNE_SAPC,47.378,25,6.472167,0,1
CHARQUEMONT,25127001,884,CHARQUEMONT,47.218833,25,6.815,0,1
DANNEMARIE-SUR-CRETE,25195001,267,DANNEMARIE-SUR-,47.201333,25,5.872833,0,1
EPENOY,25219002,752,EPENOY,47.127167,25,6.366333,0,1
ETALANS,25222001,540,ETALANS_SAPC,47.1525,25,6.210167,0,0
ETERNOZ,25223002,468,COULANS,47.023333,25,6.0205,1,1
LES FOURGS,25254001,1140,LES FOURGS,46.834,25,6.4365,0,0
GRAND'COMBE-CHATELEU,25285001,769,GRAND'COMBE-CHATELEU_SAPC,47.019167,25,6.567167,0,0
LABERGEMENT-SAINTE-MARIE,25320001,863,LABERGEMENT,46.779667,25,6.2795,0,1
LEVIER,25334001,713,LEVIER_SAPC,46.949333,25,6.124167,0,0
MAICHE,25356003,825,MAICHE,47.243,25,6.791,0,1
MEDIERE,25372001,302,MEDIERE,47.456,25,6.601333,0,1
MOUTHE,25413001,940,MOUTHE,46.707,25,6.2095,0,1
PIERREFONTAINE-LES-VARANS,25453001,695,PIERREFONTAINE,47.216667,25,6.528833,0,1
DOMMARTIN,25462001,808,PONTARLIER,46.927,25,6.32,1,1
POULIGNEY-LUSANS,25468001,286,POULIGNEY,47.333833,25,6.199,0,1
ROCHEJEAN,25494001,1222,LA BOISSAUDE ROCHEJEAN,46.729,25,6.322833,1,1
